https://digitallibrary.un.org/record/3841023, AFGHANISTAN, N ALBANIA, Y ALGERIA, N ANDORRA,  ANGOLA, Y ANTIGUA AND BARBUDA, A ARGENTINA, Y ARMENIA, N AUSTRALIA, N AUSTRIA, Y AZERBAIJAN, A BAHAMAS, A BAHRAIN, A BANGLADESH, A BARBADOS, Y BELARUS, N BELGIUM, N BELIZE,  BENIN, Y BHUTAN, A BOLIVIA (PLURINATIONAL STATE OF), N BOSNIA AND HERZEGOVINA, Y BOTSWANA, A BRAZIL, Y BRUNEI DARUSSALAM, N BULGARIA,  BURKINA FASO, Y BURUNDI, N CABO VERDE, Y CAMBODIA, Y CAMEROON, N CANADA, Y CENTRAL AFRICAN REPUBLIC, Y CHAD, N CHILE, Y CHINA, N COLOMBIA,  COMOROS,  CONGO, A COSTA RICA, A CÔTE D'IVOIRE, N CROATIA, Y CUBA, N CYPRUS, N CZECHIA, Y DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,  DEMOCRATIC REPUBLIC OF THE CONGO, N DENMARK, A DJIBOUTI,  DOMINICA, N DOMINICAN REPUBLIC, A ECUADOR, Y EGYPT, A EL SALVADOR, Y EQUATORIAL GUINEA, Y ERITREA, N ESTONIA,  ESWATINI, Y ETHIOPIA,  FIJI, N FINLAND, N FRANCE, Y GABON, Y GAMBIA, N GEORGIA, N GERMANY, A GHANA, N GREECE,  GRENADA, A GUATEMALA, Y GUINEA,  GUINEA-BISSAU, A GUYANA, A HAITI, N HONDURAS, N HUNGARY, N ICELAND, Y INDIA, Y INDONESIA, Y IRAN (ISLAMIC REPUBLIC OF), Y IRAQ, N IRELAND, N ISRAEL, N ITALY, Y JAMAICA, N JAPAN, Y JORDAN, Y KAZAKHSTAN, Y KENYA,  KIRIBATI, Y KUWAIT, Y KYRGYZSTAN, Y LAO PEOPLE'S DEMOCRATIC REPUBLIC, N LATVIA, Y LEBANON, A LESOTHO,  LIBERIA, Y LIBYA, N LIECHTENSTEIN, N LITHUANIA, N LUXEMBOURG, Y MADAGASCAR, Y MALAWI, Y MALAYSIA, Y MALDIVES, Y MALI, N MALTA, N MARSHALL ISLANDS, Y MAURITANIA, A MAURITIUS, A MEXICO, N MICRONESIA (FEDERATED STATES OF), N MONACO, Y MONGOLIA, N MONTENEGRO, A MOROCCO, Y MOZAMBIQUE, Y MYANMAR, Y NAMIBIA, Y NAURU, Y NEPAL, N NETHERLANDS, N NEW ZEALAND, Y NICARAGUA, Y NIGER, Y NIGERIA, N NORTH MACEDONIA, N NORWAY, Y OMAN, Y PAKISTAN, A PALAU, N PANAMA, A PAPUA NEW GUINEA, N PARAGUAY, A PERU, A PHILIPPINES, N POLAND, N PORTUGAL, Y QATAR, N REPUBLIC OF KOREA, N REPUBLIC OF MOLDOVA, N ROMANIA, Y RUSSIAN FEDERATION, Y RWANDA, Y SAINT KITTS AND NEVIS, Y SAINT LUCIA, Y SAINT VINCENT AND THE GRENADINES,  SAMOA, N SAN MARINO,  SAO TOME AND PRINCIPE, A SAUDI ARABIA, Y SENEGAL, Y SERBIA,  SEYCHELLES,  SIERRA LEONE, Y SINGAPORE, N SLOVAKIA, N SLOVENIA, A SOLOMON ISLANDS,  SOMALIA, Y SOUTH AFRICA,  SOUTH SUDAN, N SPAIN, Y SRI LANKA, Y SUDAN, Y SURINAME, N SWEDEN, N SWITZERLAND, Y SYRIAN ARAB REPUBLIC, Y TAJIKISTAN, Y THAILAND, A TIMOR-LESTE, Y TOGO, N TONGA, A TRINIDAD AND TOBAGO, A TUNISIA, A TURKEY, Y TURKMENISTAN, A TUVALU, Y UGANDA, N UKRAINE, Y UNITED ARAB EMIRATES, N UNITED KINGDOM, Y UNITED REPUBLIC OF TANZANIA, N UNITED STATES, A URUGUAY, Y UZBEKISTAN,  VANUATU, Y VENEZUELA (BOLIVARIAN REPUBLIC OF), Y VIET NAM, Y YEMEN, A ZAMBIA, Y ZIMBABWE
https://digitallibrary.un.org/record/3841022,Y AFGHANISTAN, Y ALBANIA, Y ALGERIA, Y ANDORRA,  ANGOLA, Y ANTIGUA AND BARBUDA, Y ARGENTINA,  ARMENIA, Y AUSTRALIA, Y AUSTRIA,  AZERBAIJAN, Y BAHAMAS, Y BAHRAIN, Y BANGLADESH, Y BARBADOS,  BELARUS, Y BELGIUM, Y BELIZE, Y BENIN, Y BHUTAN, Y BOLIVIA (PLURINATIONAL STATE OF), Y BOSNIA AND HERZEGOVINA, Y BOTSWANA, Y BRAZIL, Y BRUNEI DARUSSALAM, Y BULGARIA,  BURKINA FASO,  BURUNDI, Y CABO VERDE, Y CAMBODIA, Y CAMEROON, Y CANADA, Y CENTRAL AFRICAN REPUBLIC, Y CHAD, Y CHILE,  CHINA, Y COLOMBIA,  COMOROS,  CONGO, Y COSTA RICA, Y CÔTE D'IVOIRE, Y CROATIA,  CUBA, Y CYPRUS, Y CZECHIA,  DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,  DEMOCRATIC REPUBLIC OF THE CONGO, Y DENMARK, Y DJIBOUTI,  DOMINICA, Y DOMINICAN REPUBLIC, Y ECUADOR, Y EGYPT, Y EL SALVADOR, Y EQUATORIAL GUINEA, Y ERITREA, Y ESTONIA,  ESWATINI, Y ETHIOPIA,  FIJI, Y FINLAND, Y FRANCE, A GABON, Y GAMBIA, Y GEORGIA, Y GERMANY, Y GHANA, Y GREECE,  GRENADA, Y GUATEMALA, Y GUINEA,  GUINEA-BISSAU, Y GUYANA, Y HAITI, Y HONDURAS, Y HUNGARY, Y ICELAND, Y INDIA, Y INDONESIA,  IRAN (ISLAMIC REPUBLIC OF), Y IRAQ, Y IRELAND, Y ISRAEL, Y ITALY, Y JAMAICA, Y JAPAN, Y JORDAN, N KAZAKHSTAN, Y KENYA,  KIRIBATI, Y KUWAIT,  KYRGYZSTAN, Y LAO PEOPLE'S DEMOCRATIC REPUBLIC, Y LATVIA, Y LEBANON, A LESOTHO, Y LIBERIA, Y LIBYA, Y LIECHTENSTEIN, Y LITHUANIA, Y LUXEMBOURG,  MADAGASCAR,  MALAWI, Y MALAYSIA, Y MALDIVES, Y MALI, Y MALTA, Y MARSHALL ISLANDS, A MAURITANIA, Y MAURITIUS, Y MEXICO, Y MICRONESIA (FEDERATED STATES OF), Y MONACO, Y MONGOLIA, Y MONTENEGRO, Y MOROCCO, Y MOZAMBIQUE, Y MYANMAR, Y NAMIBIA,  NAURU, Y NEPAL, Y NETHERLANDS, Y NEW ZEALAND,  NICARAGUA, Y NIGER, Y NIGERIA, Y NORTH MACEDONIA, Y NORWAY, Y OMAN, Y PAKISTAN,  PALAU, Y PANAMA, Y PAPUA NEW GUINEA, Y PARAGUAY, Y PERU, Y PHILIPPINES, Y POLAND, Y PORTUGAL, Y QATAR, Y REPUBLIC OF KOREA, Y REPUBLIC OF MOLDOVA, Y ROMANIA,  RUSSIAN FEDERATION,  RWANDA, Y SAINT KITTS AND NEVIS, Y SAINT LUCIA, Y SAINT VINCENT AND THE GRENADINES,  SAMOA, Y SAN MARINO,  SAO TOME AND PRINCIPE, Y SAUDI ARABIA, Y SENEGAL, Y SERBIA,  SEYCHELLES, Y SIERRA LEONE, Y SINGAPORE, Y SLOVAKIA, Y SLOVENIA, Y SOLOMON ISLANDS,  SOMALIA, Y SOUTH AFRICA,  SOUTH SUDAN, Y SPAIN, Y SRI LANKA, Y SUDAN,  SURINAME, Y SWEDEN, Y SWITZERLAND, N SYRIAN ARAB REPUBLIC,  TAJIKISTAN, Y THAILAND, Y TIMOR-LESTE, Y TOGO,  TONGA, Y TRINIDAD AND TOBAGO, Y TUNISIA, Y TURKEY,  TURKMENISTAN, Y TUVALU, Y UGANDA, Y UKRAINE, Y UNITED ARAB EMIRATES, Y UNITED KINGDOM, Y UNITED REPUBLIC OF TANZANIA, Y UNITED STATES, Y URUGUAY,  UZBEKISTAN, Y VANUATU,  VENEZUELA (BOLIVARIAN REPUBLIC OF), Y VIET NAM, Y YEMEN, A ZAMBIA,  ZIMBABWE
https://digitallibrary.un.org/record/3841021,Y AFGHANISTAN, Y ALBANIA, Y ALGERIA, Y ANDORRA,  ANGOLA, Y ANTIGUA AND BARBUDA, Y ARGENTINA, Y ARMENIA, Y AUSTRALIA, Y AUSTRIA, Y AZERBAIJAN, Y BAHAMAS, Y BAHRAIN, Y BANGLADESH, Y BARBADOS, N BELARUS, Y BELGIUM, Y BELIZE, Y BENIN, A BHUTAN, Y BOLIVIA (PLURINATIONAL STATE OF), Y BOSNIA AND HERZEGOVINA, Y BOTSWANA, Y BRAZIL, Y BRUNEI DARUSSALAM, Y BULGARIA, Y BURKINA FASO, A BURUNDI, Y CABO VERDE, N CAMBODIA, A CAMEROON, Y CANADA, A CENTRAL AFRICAN REPUBLIC, Y CHAD, Y CHILE, N CHINA, Y COLOMBIA,  COMOROS,  CONGO, Y COSTA RICA, Y CÔTE D'IVOIRE, Y CROATIA,  CUBA, Y CYPRUS, Y CZECHIA, A DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,  DEMOCRATIC REPUBLIC OF THE CONGO, Y DENMARK, Y DJIBOUTI,  DOMINICA, Y DOMINICAN REPUBLIC, Y ECUADOR, Y EGYPT, Y EL SALVADOR, A EQUATORIAL GUINEA, A ERITREA, Y ESTONIA,  ESWATINI, Y ETHIOPIA,  FIJI, Y FINLAND, Y FRANCE, Y GABON, Y GAMBIA, Y GEORGIA, Y GERMANY, Y GHANA, Y GREECE,  GRENADA, Y GUATEMALA, Y GUINEA,  GUINEA-BISSAU, Y GUYANA, Y HAITI, Y HONDURAS, Y HUNGARY, Y ICELAND, A INDIA, Y INDONESIA, Y IRAN (ISLAMIC REPUBLIC OF), Y IRAQ, Y IRELAND, Y ISRAEL, Y ITALY, Y JAMAICA, A JAPAN, Y JORDAN, Y KAZAKHSTAN, A KENYA,  KIRIBATI, Y KUWAIT, Y KYRGYZSTAN, N LAO PEOPLE'S DEMOCRATIC REPUBLIC, Y LATVIA, Y LEBANON, A LESOTHO, Y LIBERIA, Y LIBYA, Y LIECHTENSTEIN, Y LITHUANIA, Y LUXEMBOURG, Y MADAGASCAR, Y MALAWI, Y MALAYSIA, Y MALDIVES, Y MALI, Y MALTA, Y MARSHALL ISLANDS, Y MAURITANIA, Y MAURITIUS, Y MEXICO, Y MICRONESIA (FEDERATED STATES OF), Y MONACO, A MONGOLIA, Y MONTENEGRO, Y MOROCCO, A MOZAMBIQUE, N MYANMAR, A NAMIBIA, A NAURU, A NEPAL, Y NETHERLANDS, Y NEW ZEALAND,  NICARAGUA,  NIGER, Y NIGERIA, Y NORTH MACEDONIA, Y NORWAY, Y OMAN, Y PAKISTAN, A PALAU, Y PANAMA, Y PAPUA NEW GUINEA, Y PARAGUAY, Y PERU, N PHILIPPINES, Y POLAND, Y PORTUGAL, Y QATAR, Y REPUBLIC OF KOREA, Y REPUBLIC OF MOLDOVA, Y ROMANIA, N RUSSIAN FEDERATION, Y RWANDA, Y SAINT KITTS AND NEVIS, Y SAINT LUCIA, A SAINT VINCENT AND THE GRENADINES,  SAMOA, Y SAN MARINO,  SAO TOME AND PRINCIPE, Y SAUDI ARABIA, Y SENEGAL, A SERBIA,  SEYCHELLES, Y SIERRA LEONE, A SINGAPORE, Y SLOVAKIA, Y SLOVENIA, Y SOLOMON ISLANDS,  SOMALIA, Y SOUTH AFRICA,  SOUTH SUDAN, Y SPAIN, A SRI LANKA, Y SUDAN, Y SURINAME, Y SWEDEN, Y SWITZERLAND,  SYRIAN ARAB REPUBLIC, Y TAJIKISTAN, A THAILAND, A TIMOR-LESTE, Y TOGO, A TONGA, A TRINIDAD AND TOBAGO, Y TUNISIA, Y TURKEY,  TURKMENISTAN, Y TUVALU, Y UGANDA,  UKRAINE, Y UNITED ARAB EMIRATES, Y UNITED KINGDOM, A UNITED REPUBLIC OF TANZANIA, Y UNITED STATES, Y URUGUAY,  UZBEKISTAN, Y VANUATU, A VENEZUELA (BOLIVARIAN REPUBLIC OF), N VIET NAM, Y YEMEN, A ZAMBIA, N ZIMBABWE
