https://digitallibrary.un.org/record/694928,Y AFGHANISTAN, Y ALBANIA, Y ALGERIA, Y ANDORRA, Y ANGOLA,  ANTIGUA AND BARBUDA, Y ARGENTINA, Y ARMENIA, A AUSTRALIA, Y AUSTRIA, Y AZERBAIJAN, Y BAHAMAS, Y BAHRAIN, Y BANGLADESH, Y BARBADOS, Y BELARUS, Y BELGIUM, Y BELIZE, Y BENIN, Y BHUTAN, Y BOLIVIA, Y BOSNIA AND HERZEGOVINA, Y BOTSWANA, Y BRAZIL, Y BRUNEI DARUSSALAM, Y BULGARIA, Y BURKINA FASO, Y BURUNDI, Y CAMBODIA,  CAMEROON, A CANADA,  CAPE VERDE,  CENTRAL AFRICAN REPUBLIC,  CHAD, Y CHILE, Y CHINA, Y COLOMBIA, Y COMOROS, Y CONGO, Y COSTA RICA, A CÔTE D'IVOIRE, Y CROATIA, Y CUBA, Y CYPRUS, Y CZECH REPUBLIC, Y DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,  DEMOCRATIC REPUBLIC OF THE CONGO, Y DENMARK,  DJIBOUTI,  DOMINICA,  DOMINICAN REPUBLIC, A ECUADOR, Y EGYPT, Y EL SALVADOR,  EQUATORIAL GUINEA, Y ERITREA, Y ESTONIA, Y ETHIOPIA,  FIJI, Y FINLAND, Y FRANCE,  GABON, Y GAMBIA,  GEORGIA, Y GERMANY,  GHANA, Y GREECE, Y GRENADA, Y GUATEMALA, Y GUINEA,  GUINEA-BISSAU, Y GUYANA, Y HAITI, Y HONDURAS, Y HUNGARY, Y ICELAND, Y INDIA, A INDONESIA, A IRAN (ISLAMIC REPUBLIC OF), Y IRAQ, Y IRELAND, N ISRAEL, Y ITALY, Y JAMAICA, Y JAPAN, Y JORDAN, Y KAZAKHSTAN, Y KENYA,  KIRIBATI, Y KUWAIT,  KYRGYZSTAN, Y LAO PEOPLE'S DEMOCRATIC REPUBLIC, Y LATVIA, Y LEBANON, Y LESOTHO,  LIBERIA, Y LIBYAN ARAB JAMAHIRIYA, Y LIECHTENSTEIN, Y LITHUANIA, Y LUXEMBOURG, Y MADAGASCAR,  MALAWI, Y MALAYSIA, Y MALDIVES, Y MALI, Y MALTA,  MARSHALL ISLANDS, Y MAURITANIA, Y MAURITIUS, Y MEXICO,  MICRONESIA (FEDERATED STATES OF), Y MONACO, Y MONGOLIA, Y MONTENEGRO, Y MOROCCO, Y MOZAMBIQUE, Y MYANMAR, Y NAMIBIA, N NAURU, Y NEPAL, Y NETHERLANDS, Y NEW ZEALAND,  NICARAGUA, Y NIGER, A NIGERIA, Y NORWAY, Y OMAN, Y PAKISTAN,  PALAU, Y PANAMA, Y PAPUA NEW GUINEA,  PARAGUAY, Y PERU,  PHILIPPINES, Y POLAND, Y PORTUGAL, Y QATAR, Y REPUBLIC OF KOREA, Y REPUBLIC OF MOLDOVA, Y ROMANIA, Y RUSSIAN FEDERATION,  RWANDA,  SAINT KITTS AND NEVIS, Y SAINT LUCIA, Y SAINT VINCENT AND THE GRENADINES,  SAMOA, Y SAN MARINO,  SAO TOME AND PRINCIPE, Y SAUDI ARABIA, Y SENEGAL, Y SERBIA,  SEYCHELLES, Y SIERRA LEONE, Y SINGAPORE, Y SLOVAKIA, Y SLOVENIA, Y SOLOMON ISLANDS,  SOMALIA, Y SOUTH AFRICA, Y SPAIN, Y SRI LANKA,  SUDAN,  SURINAME, Y SWAZILAND, Y SWEDEN, Y SWITZERLAND, A SYRIAN ARAB REPUBLIC, Y TAJIKISTAN, Y THAILAND, Y THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA,  TIMOR-LESTE, Y TOGO,  TONGA, Y TRINIDAD AND TOBAGO, Y TUNISIA, Y TURKEY,  TURKMENISTAN,  TUVALU, Y UGANDA, Y UKRAINE, Y UNITED ARAB EMIRATES, Y UNITED KINGDOM, Y UNITED REPUBLIC OF TANZANIA, N UNITED STATES, Y URUGUAY, Y UZBEKISTAN,  VANUATU, N VENEZUELA (BOLIVARIAN REPUBLIC OF), Y VIET NAM, Y YEMEN, Y ZAMBIA, Y ZIMBABWE
https://digitallibrary.un.org/record/675477,Y AFGHANISTAN, Y ALBANIA, N ALGERIA, Y ANDORRA,  ANGOLA, Y ANTIGUA AND BARBUDA, Y ARGENTINA, Y ARMENIA, Y AUSTRALIA, Y AUSTRIA, N AZERBAIJAN, A BAHAMAS, A BAHRAIN, N BANGLADESH,  BARBADOS, N BELARUS, Y BELGIUM,  BELIZE, A BENIN,  BHUTAN, A BOLIVIA (PLURINATIONAL STATE OF), Y BOSNIA AND HERZEGOVINA, Y BOTSWANA, A BRAZIL, N BRUNEI DARUSSALAM, Y BULGARIA, A BURKINA FASO, Y BURUNDI, A CAMBODIA, A CAMEROON, Y CANADA,  CAPE VERDE,  CENTRAL AFRICAN REPUBLIC,  CHAD, Y CHILE, N CHINA, A COLOMBIA,  COMOROS, A CONGO, Y COSTA RICA, A CÔTE D'IVOIRE, Y CROATIA, N CUBA, Y CYPRUS, Y CZECH REPUBLIC, N DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,  DEMOCRATIC REPUBLIC OF THE CONGO, Y DENMARK,  DJIBOUTI, A DOMINICA, A DOMINICAN REPUBLIC, A ECUADOR, N EGYPT,  EL SALVADOR,  EQUATORIAL GUINEA,  ERITREA, Y ESTONIA, A ETHIOPIA,  FIJI, Y FINLAND, Y FRANCE, A GABON,  GAMBIA, Y GEORGIA, Y GERMANY, Y GHANA, Y GREECE,  GRENADA, Y GUATEMALA,  GUINEA,  GUINEA-BISSAU, Y GUYANA, Y HAITI,  HONDURAS, Y HUNGARY, Y ICELAND, N INDIA, A INDONESIA,  IRAN (ISLAMIC REPUBLIC OF), Y IRAQ, Y IRELAND, Y ISRAEL, Y ITALY, Y JAMAICA, Y JAPAN, A JORDAN, Y KAZAKHSTAN, A KENYA,  KIRIBATI, A KUWAIT, A KYRGYZSTAN, N LAO PEOPLE'S DEMOCRATIC REPUBLIC, Y LATVIA, Y LEBANON,  LESOTHO, Y LIBERIA, N LIBYAN ARAB JAMAHIRIYA, Y LIECHTENSTEIN, Y LITHUANIA, Y LUXEMBOURG, A MADAGASCAR, Y MALAWI, N MALAYSIA, Y MALDIVES, A MALI, Y MALTA, Y MARSHALL ISLANDS, A MAURITANIA, Y MAURITIUS, Y MEXICO, Y MICRONESIA (FEDERATED STATES OF), Y MONACO, Y MONGOLIA, Y MONTENEGRO, Y MOROCCO,  MOZAMBIQUE, N MYANMAR, Y NAMIBIA, Y NAURU, A NEPAL, Y NETHERLANDS, Y NEW ZEALAND, N NICARAGUA, A NIGER, Y NIGERIA, A NORWAY, N OMAN, A PAKISTAN, Y PALAU, Y PANAMA,  PAPUA NEW GUINEA,  PARAGUAY, Y PERU,  PHILIPPINES, Y POLAND, Y PORTUGAL, A QATAR, Y REPUBLIC OF KOREA, Y REPUBLIC OF MOLDOVA, Y ROMANIA, N RUSSIAN FEDERATION,  RWANDA,  SAINT KITTS AND NEVIS, A SAINT LUCIA,  SAINT VINCENT AND THE GRENADINES,  SAMOA,  SAN MARINO,  SAO TOME AND PRINCIPE, A SAUDI ARABIA, A SENEGAL,  SERBIA,  SEYCHELLES,  SIERRA LEONE, A SINGAPORE, Y SLOVAKIA, Y SLOVENIA, Y SOLOMON ISLANDS,  SOMALIA, Y SOUTH AFRICA, Y SPAIN, N SRI LANKA, N SUDAN,  SURINAME, A SWAZILAND, Y SWEDEN, Y SWITZERLAND, N SYRIAN ARAB REPUBLIC, A TAJIKISTAN, A THAILAND, Y THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA, Y TIMOR-LESTE, Y TOGO, Y TONGA, A TRINIDAD AND TOBAGO,  TUNISIA, Y TURKEY,  TURKMENISTAN,  TUVALU,  UGANDA, Y UKRAINE, A UNITED ARAB EMIRATES, Y UNITED KINGDOM, Y UNITED REPUBLIC OF TANZANIA, Y UNITED STATES, Y URUGUAY,  UZBEKISTAN,  VANUATU, N VENEZUELA (BOLIVARIAN REPUBLIC OF), N VIET NAM, A YEMEN,  ZAMBIA, N ZIMBABWE
https://digitallibrary.un.org/record/674774,Y AFGHANISTAN,  ALBANIA, Y ALGERIA, A ANDORRA, Y ANGOLA, Y ANTIGUA AND BARBUDA, Y ARGENTINA, Y ARMENIA, A AUSTRALIA, A AUSTRIA,  AZERBAIJAN, Y BAHAMAS, Y BAHRAIN, Y BANGLADESH,  BARBADOS, Y BELARUS, A BELGIUM, Y BELIZE, Y BENIN, Y BHUTAN, Y BOLIVIA (PLURINATIONAL STATE OF), A BOSNIA AND HERZEGOVINA, Y BOTSWANA, Y BRAZIL, Y BRUNEI DARUSSALAM, A BULGARIA, Y BURKINA FASO, Y BURUNDI, Y CAMBODIA, Y CAMEROON, A CANADA, Y CAPE VERDE, Y CENTRAL AFRICAN REPUBLIC, Y CHAD, Y CHILE, Y CHINA,  COLOMBIA, Y COMOROS, Y CONGO, Y COSTA RICA, Y CÔTE D'IVOIRE, A CROATIA, Y CUBA, A CYPRUS, A CZECH REPUBLIC, Y DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,  DEMOCRATIC REPUBLIC OF THE CONGO, A DENMARK, Y DJIBOUTI, Y DOMINICA, Y DOMINICAN REPUBLIC, Y ECUADOR, Y EGYPT, Y EL SALVADOR,  EQUATORIAL GUINEA, Y ERITREA, A ESTONIA, Y ETHIOPIA, Y FIJI, A FINLAND, A FRANCE, Y GABON,  GAMBIA, A GEORGIA, A GERMANY, Y GHANA, A GREECE, Y GRENADA, Y GUATEMALA, Y GUINEA, Y GUINEA-BISSAU, Y GUYANA, Y HAITI,  HONDURAS, A HUNGARY, A ICELAND, Y INDIA, Y INDONESIA, Y IRAN (ISLAMIC REPUBLIC OF), Y IRAQ, A IRELAND, A ISRAEL, A ITALY, Y JAMAICA, A JAPAN, Y JORDAN, Y KAZAKHSTAN,  KENYA,  KIRIBATI, Y KUWAIT, Y KYRGYZSTAN, Y LAO PEOPLE'S DEMOCRATIC REPUBLIC, A LATVIA, Y LEBANON, Y LESOTHO, Y LIBERIA, Y LIBYAN ARAB JAMAHIRIYA, A LIECHTENSTEIN, A LITHUANIA, A LUXEMBOURG, Y MADAGASCAR, Y MALAWI, Y MALAYSIA, Y MALDIVES, Y MALI, A MALTA, Y MARSHALL ISLANDS, Y MAURITANIA, Y MAURITIUS, Y MEXICO,  MICRONESIA (FEDERATED STATES OF), A MONACO, Y MONGOLIA, A MONTENEGRO, Y MOROCCO, Y MOZAMBIQUE, Y MYANMAR, Y NAMIBIA,  NAURU, Y NEPAL, A NETHERLANDS, A NEW ZEALAND, Y NICARAGUA, Y NIGER, Y NIGERIA, A NORWAY, Y OMAN, Y PAKISTAN, A PALAU, Y PANAMA, Y PAPUA NEW GUINEA, Y PARAGUAY, Y PERU, Y PHILIPPINES, A POLAND, A PORTUGAL, Y QATAR, A REPUBLIC OF KOREA, A REPUBLIC OF MOLDOVA, A ROMANIA, Y RUSSIAN FEDERATION, Y RWANDA, Y SAINT KITTS AND NEVIS, Y SAINT LUCIA, Y SAINT VINCENT AND THE GRENADINES, Y SAMOA, A SAN MARINO,  SAO TOME AND PRINCIPE, Y SAUDI ARABIA,  SENEGAL, A SERBIA,  SEYCHELLES, Y SIERRA LEONE, Y SINGAPORE, A SLOVAKIA, A SLOVENIA, Y SOLOMON ISLANDS, Y SOMALIA, Y SOUTH AFRICA, A SPAIN, Y SRI LANKA, Y SUDAN, Y SURINAME, Y SWAZILAND, A SWEDEN, A SWITZERLAND, Y SYRIAN ARAB REPUBLIC, Y TAJIKISTAN, Y THAILAND,  THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA, Y TIMOR-LESTE, Y TOGO, Y TONGA, Y TRINIDAD AND TOBAGO, Y TUNISIA, A TURKEY,  TURKMENISTAN, Y TUVALU, Y UGANDA, A UKRAINE, Y UNITED ARAB EMIRATES, A UNITED KINGDOM, Y UNITED REPUBLIC OF TANZANIA, A UNITED STATES, Y URUGUAY, Y UZBEKISTAN,  VANUATU, Y VENEZUELA (BOLIVARIAN REPUBLIC OF), Y VIET NAM, Y YEMEN, Y ZAMBIA, Y ZIMBABWE
