https://digitallibrary.un.org/record/3999186, AFGHANISTAN, Y ALBANIA, Y ALGERIA, Y ANDORRA, Y ANGOLA,  ANTIGUA AND BARBUDA, Y ARGENTINA, Y ARMENIA, Y AUSTRALIA, Y AUSTRIA, Y AZERBAIJAN, Y BAHAMAS, Y BAHRAIN, Y BANGLADESH, Y BARBADOS, Y BELARUS, Y BELGIUM,  BELIZE,  BENIN,  BHUTAN,  BOLIVIA (PLURINATIONAL STATE OF), Y BOSNIA AND HERZEGOVINA, Y BOTSWANA, Y BRAZIL, Y BRUNEI DARUSSALAM, Y BULGARIA,  BURKINA FASO, Y BURUNDI,  CABO VERDE, Y CAMBODIA, Y CAMEROON, Y CANADA, Y CENTRAL AFRICAN REPUBLIC, Y CHAD, Y CHILE, Y CHINA, A COLOMBIA,  COMOROS,  CONGO, Y COSTA RICA, Y COTE D'IVOIRE, Y CROATIA, Y CUBA, Y CYPRUS, Y CZECHIA, Y DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,  DEMOCRATIC REPUBLIC OF THE CONGO, Y DENMARK, Y DJIBOUTI,  DOMINICA, Y DOMINICAN REPUBLIC, Y ECUADOR, Y EGYPT, A EL SALVADOR, Y EQUATORIAL GUINEA, Y ERITREA, Y ESTONIA,  ESWATINI,  ETHIOPIA, Y FIJI, Y FINLAND, Y FRANCE, Y GABON,  GAMBIA, Y GEORGIA, Y GERMANY, Y GHANA, Y GREECE, Y GRENADA, Y GUATEMALA, Y GUINEA, Y GUINEA-BISSAU, Y GUYANA, Y HAITI, Y HONDURAS, Y HUNGARY, Y ICELAND, Y INDIA, Y INDONESIA,  IRAN (ISLAMIC REPUBLIC OF),  IRAQ, Y IRELAND,  ISRAEL, Y ITALY, Y JAMAICA, Y JAPAN, Y JORDAN, Y KAZAKHSTAN, Y KENYA, Y KIRIBATI,  KUWAIT,  KYRGYZSTAN, Y LAO PEOPLE'S DEMOCRATIC REPUBLIC, Y LATVIA, Y LEBANON, Y LESOTHO,  LIBERIA, Y LIBYA, Y LIECHTENSTEIN, Y LITHUANIA, Y LUXEMBOURG, Y MADAGASCAR, Y MALAWI, Y MALAYSIA, Y MALDIVES, Y MALI, Y MALTA, Y MARSHALL ISLANDS, Y MAURITANIA, Y MAURITIUS, Y MEXICO, Y MICRONESIA (FEDERATED STATES OF), Y MONACO, Y MONGOLIA, Y MONTENEGRO, Y MOROCCO, Y MOZAMBIQUE, Y MYANMAR, Y NAMIBIA, Y NAURU, Y NEPAL, Y NETHERLANDS, Y NEW ZEALAND, Y NICARAGUA,  NIGER, Y NIGERIA, Y NORTH MACEDONIA, Y NORWAY, Y OMAN, Y PAKISTAN, Y PALAU, Y PANAMA, Y PAPUA NEW GUINEA, Y PARAGUAY, Y PERU, Y PHILIPPINES, Y POLAND, Y PORTUGAL, Y QATAR, Y REPUBLIC OF KOREA, Y REPUBLIC OF MOLDOVA, Y ROMANIA, Y RUSSIAN FEDERATION, Y RWANDA, Y SAINT KITTS AND NEVIS, Y SAINT LUCIA, Y SAINT VINCENT AND THE GRENADINES, Y SAMOA, Y SAN MARINO,  SAO TOME AND PRINCIPE, Y SAUDI ARABIA, Y SENEGAL, Y SERBIA,  SEYCHELLES, Y SIERRA LEONE, Y SINGAPORE, Y SLOVAKIA, Y SLOVENIA, Y SOLOMON ISLANDS, Y SOMALIA, Y SOUTH AFRICA,  SOUTH SUDAN, Y SPAIN, Y SRI LANKA, Y SUDAN,  SURINAME, Y SWEDEN, Y SWITZERLAND, A SYRIAN ARAB REPUBLIC, Y TAJIKISTAN, Y THAILAND, Y TIMOR-LESTE, Y TOGO,  TONGA, Y TRINIDAD AND TOBAGO, Y TUNISIA, N TÜRKİYE, Y TURKMENISTAN, Y TUVALU, Y UGANDA, Y UKRAINE, Y UNITED ARAB EMIRATES, Y UNITED KINGDOM,  UNITED REPUBLIC OF TANZANIA, Y UNITED STATES, Y URUGUAY, Y UZBEKISTAN, Y VANUATU,  VENEZUELA (BOLIVARIAN REPUBLIC OF),  VIET NAM, Y YEMEN, Y ZAMBIA, Y ZIMBABWE
https://digitallibrary.un.org/record/3999158, AFGHANISTAN, N ALBANIA, Y ALGERIA, A ANDORRA, Y ANGOLA,  ANTIGUA AND BARBUDA, Y ARGENTINA, Y ARMENIA, N AUSTRALIA, N AUSTRIA, Y AZERBAIJAN, Y BAHAMAS, Y BAHRAIN, Y BANGLADESH, Y BARBADOS, A BELARUS, Y BELGIUM, Y BELIZE,  BENIN,  BHUTAN, Y BOLIVIA (PLURINATIONAL STATE OF), A BOSNIA AND HERZEGOVINA, Y BOTSWANA, A BRAZIL, Y BRUNEI DARUSSALAM, A BULGARIA,  BURKINA FASO, A BURUNDI,  CABO VERDE, Y CAMBODIA, A CAMEROON, N CANADA,  CENTRAL AFRICAN REPUBLIC,  CHAD, Y CHILE, Y CHINA, Y COLOMBIA,  COMOROS,  CONGO, N COSTA RICA, A COTE D'IVOIRE, N CROATIA, Y CUBA, A CYPRUS, N CZECHIA, Y DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA, N DEMOCRATIC REPUBLIC OF THE CONGO, A DENMARK, Y DJIBOUTI,  DOMINICA, A DOMINICAN REPUBLIC, A ECUADOR, Y EGYPT, Y EL SALVADOR,  EQUATORIAL GUINEA, A ERITREA, N ESTONIA,  ESWATINI, A ETHIOPIA, A FIJI, A FINLAND, A FRANCE, Y GABON,  GAMBIA, A GEORGIA, N GERMANY, A GHANA, A GREECE, Y GRENADA, N GUATEMALA, Y GUINEA, Y GUINEA-BISSAU, Y GUYANA, A HAITI, A HONDURAS, N HUNGARY, A ICELAND, A INDIA, Y INDONESIA, Y IRAN (ISLAMIC REPUBLIC OF), Y IRAQ, Y IRELAND, N ISRAEL, N ITALY, Y JAMAICA, A JAPAN, Y JORDAN, Y KAZAKHSTAN, N KENYA, A KIRIBATI, Y KUWAIT, Y KYRGYZSTAN, Y LAO PEOPLE'S DEMOCRATIC REPUBLIC, A LATVIA, Y LEBANON, Y LESOTHO, N LIBERIA, Y LIBYA, A LIECHTENSTEIN, N LITHUANIA, Y LUXEMBOURG,  MADAGASCAR, A MALAWI, Y MALAYSIA, Y MALDIVES, Y MALI, Y MALTA, N MARSHALL ISLANDS, Y MAURITANIA, Y MAURITIUS, Y MEXICO, N MICRONESIA (FEDERATED STATES OF), A MONACO, Y MONGOLIA, A MONTENEGRO, Y MOROCCO, Y MOZAMBIQUE, A MYANMAR, Y NAMIBIA, N NAURU,  NEPAL, A NETHERLANDS, A NEW ZEALAND, Y NICARAGUA,  NIGER, Y NIGERIA,  NORTH MACEDONIA, A NORWAY, Y OMAN, Y PAKISTAN, N PALAU, A PANAMA, N PAPUA NEW GUINEA, Y PARAGUAY, Y PERU, A PHILIPPINES, Y POLAND, Y PORTUGAL, Y QATAR, A REPUBLIC OF KOREA, A REPUBLIC OF MOLDOVA, N ROMANIA, Y RUSSIAN FEDERATION, A RWANDA, Y SAINT KITTS AND NEVIS, Y SAINT LUCIA, Y SAINT VINCENT AND THE GRENADINES, A SAMOA, A SAN MARINO,  SAO TOME AND PRINCIPE, Y SAUDI ARABIA, Y SENEGAL, A SERBIA,  SEYCHELLES, Y SIERRA LEONE, Y SINGAPORE, A SLOVAKIA, Y SLOVENIA, A SOLOMON ISLANDS, Y SOMALIA, Y SOUTH AFRICA, A SOUTH SUDAN, A SPAIN, Y SRI LANKA, Y SUDAN,  SURINAME, A SWEDEN, A SWITZERLAND, Y SYRIAN ARAB REPUBLIC, Y TAJIKISTAN, A THAILAND,  TIMOR-LESTE, N TOGO,  TONGA, Y TRINIDAD AND TOBAGO, Y TUNISIA, Y TÜRKİYE, Y TURKMENISTAN,  TUVALU, Y UGANDA,  UKRAINE, Y UNITED ARAB EMIRATES, N UNITED KINGDOM, A UNITED REPUBLIC OF TANZANIA, N UNITED STATES, A URUGUAY,  UZBEKISTAN, A VANUATU,  VENEZUELA (BOLIVARIAN REPUBLIC OF), Y VIET NAM, Y YEMEN, Y ZAMBIA, Y ZIMBABWE
https://digitallibrary.un.org/record/3999153, AFGHANISTAN, N ALBANIA, Y ALGERIA, N ANDORRA, Y ANGOLA,  ANTIGUA AND BARBUDA, Y ARGENTINA, Y ARMENIA, N AUSTRALIA, N AUSTRIA,  AZERBAIJAN, Y BAHAMAS, Y BAHRAIN, Y BANGLADESH, Y BARBADOS, Y BELARUS, N BELGIUM, Y BELIZE,  BENIN, Y BHUTAN, Y BOLIVIA (PLURINATIONAL STATE OF), N BOSNIA AND HERZEGOVINA, Y BOTSWANA, A BRAZIL, Y BRUNEI DARUSSALAM, N BULGARIA, Y BURKINA FASO, Y BURUNDI,  CABO VERDE, Y CAMBODIA, Y CAMEROON, N CANADA, Y CENTRAL AFRICAN REPUBLIC, Y CHAD, A CHILE, Y CHINA, Y COLOMBIA,  COMOROS, Y CONGO, Y COSTA RICA, Y COTE D'IVOIRE, N CROATIA, Y CUBA, N CYPRUS, N CZECHIA, Y DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,  DEMOCRATIC REPUBLIC OF THE CONGO, N DENMARK, Y DJIBOUTI,  DOMINICA, Y DOMINICAN REPUBLIC, Y ECUADOR, Y EGYPT, Y EL SALVADOR,  EQUATORIAL GUINEA, Y ERITREA, N ESTONIA,  ESWATINI, Y ETHIOPIA, Y FIJI, N FINLAND, N FRANCE, Y GABON,  GAMBIA, A GEORGIA, N GERMANY, Y GHANA, N GREECE, Y GRENADA, A GUATEMALA, Y GUINEA, Y GUINEA-BISSAU, Y GUYANA, Y HAITI, A HONDURAS, N HUNGARY, N ICELAND, Y INDIA, Y INDONESIA, Y IRAN (ISLAMIC REPUBLIC OF), Y IRAQ, N IRELAND,  ISRAEL, N ITALY, Y JAMAICA, N JAPAN, Y JORDAN, Y KAZAKHSTAN, Y KENYA, Y KIRIBATI, Y KUWAIT, Y KYRGYZSTAN, Y LAO PEOPLE'S DEMOCRATIC REPUBLIC, N LATVIA, Y LEBANON, Y LESOTHO,  LIBERIA, Y LIBYA, N LIECHTENSTEIN, N LITHUANIA, N LUXEMBOURG, Y MADAGASCAR, Y MALAWI, Y MALAYSIA, Y MALDIVES, Y MALI, N MALTA, N MARSHALL ISLANDS, Y MAURITANIA, Y MAURITIUS, Y MEXICO,  MICRONESIA (FEDERATED STATES OF), N MONACO, Y MONGOLIA, N MONTENEGRO, Y MOROCCO, Y MOZAMBIQUE, Y MYANMAR, Y NAMIBIA, Y NAURU, Y NEPAL, N NETHERLANDS, N NEW ZEALAND, Y NICARAGUA,  NIGER, Y NIGERIA, N NORTH MACEDONIA, N NORWAY, Y OMAN, Y PAKISTAN,  PALAU, Y PANAMA, A PAPUA NEW GUINEA, Y PARAGUAY, Y PERU, Y PHILIPPINES, N POLAND, N PORTUGAL, Y QATAR, N REPUBLIC OF KOREA, N REPUBLIC OF MOLDOVA, N ROMANIA, Y RUSSIAN FEDERATION, Y RWANDA, Y SAINT KITTS AND NEVIS, Y SAINT LUCIA, Y SAINT VINCENT AND THE GRENADINES, Y SAMOA, N SAN MARINO,  SAO TOME AND PRINCIPE, Y SAUDI ARABIA, Y SENEGAL, Y SERBIA,  SEYCHELLES, Y SIERRA LEONE, Y SINGAPORE, N SLOVAKIA, N SLOVENIA, Y SOLOMON ISLANDS,  SOMALIA, Y SOUTH AFRICA, Y SOUTH SUDAN, N SPAIN, Y SRI LANKA, Y SUDAN,  SURINAME, N SWEDEN, A SWITZERLAND, Y SYRIAN ARAB REPUBLIC, Y TAJIKISTAN, Y THAILAND, Y TIMOR-LESTE, Y TOGO,  TONGA, Y TRINIDAD AND TOBAGO, Y TUNISIA,  TÜRKİYE, Y TURKMENISTAN,  TUVALU, Y UGANDA, N UKRAINE, Y UNITED ARAB EMIRATES, N UNITED KINGDOM, Y UNITED REPUBLIC OF TANZANIA, N UNITED STATES, Y URUGUAY, Y UZBEKISTAN, Y VANUATU,  VENEZUELA (BOLIVARIAN REPUBLIC OF), Y VIET NAM, Y YEMEN, Y ZAMBIA, Y ZIMBABWE
