https://digitallibrary.un.org/record/509429, AFGHANISTAN, A ALBANIA, Y ALGERIA, A ANDORRA, Y ANGOLA, Y ANTIGUA AND BARBUDA, A ARGENTINA, Y ARMENIA, N AUSTRALIA, Y AUSTRIA, Y AZERBAIJAN,  BAHAMAS, Y BAHRAIN, Y BANGLADESH,  BARBADOS, Y BELARUS, N BELGIUM, Y BELIZE, Y BENIN,  BHUTAN, Y BOLIVIA, A BOSNIA AND HERZEGOVINA, Y BOTSWANA, A BRAZIL, Y BRUNEI DARUSSALAM, A BULGARIA, Y BURKINA FASO, Y BURUNDI, Y CAMBODIA, Y CAMEROON, N CANADA, Y CAPE VERDE, Y CENTRAL AFRICAN REPUBLIC,  CHAD, Y CHILE, Y CHINA, Y COLOMBIA, Y COMOROS, Y CONGO, Y COSTA RICA, Y CÔTE D'IVOIRE, A CROATIA, Y CUBA, Y CYPRUS, A CZECH REPUBLIC, Y DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,  DEMOCRATIC REPUBLIC OF THE CONGO, N DENMARK, Y DJIBOUTI, Y DOMINICA, Y DOMINICAN REPUBLIC, Y ECUADOR, Y EGYPT,  EL SALVADOR,  EQUATORIAL GUINEA, Y ERITREA, A ESTONIA, Y ETHIOPIA, A FIJI, N FINLAND, Y FRANCE, Y GABON, Y GAMBIA, N GEORGIA, N GERMANY, Y GHANA, Y GREECE, Y GRENADA, Y GUATEMALA,  GUINEA,  GUINEA-BISSAU, Y GUYANA, Y HAITI, Y HONDURAS, A HUNGARY, N ICELAND, Y INDIA, Y INDONESIA, Y IRAN (ISLAMIC REPUBLIC OF),  IRAQ, Y IRELAND, N ISRAEL, Y ITALY, Y JAMAICA, N JAPAN, Y JORDAN,  KAZAKHSTAN, Y KENYA,  KIRIBATI, Y KUWAIT,  KYRGYZSTAN, Y LAO PEOPLE'S DEMOCRATIC REPUBLIC, A LATVIA, Y LEBANON, Y LESOTHO,  LIBERIA, Y LIBYAN ARAB JAMAHIRIYA, Y LIECHTENSTEIN, N LITHUANIA, N LUXEMBOURG, Y MADAGASCAR, Y MALAWI, Y MALAYSIA, Y MALDIVES, Y MALI, Y MALTA,  MARSHALL ISLANDS, Y MAURITANIA, Y MAURITIUS, Y MEXICO,  MICRONESIA (FEDERATED STATES OF), Y MONACO, A MONGOLIA, Y MOROCCO, Y MOZAMBIQUE, Y MYANMAR, Y NAMIBIA,  NAURU, Y NEPAL, N NETHERLANDS, N NEW ZEALAND, Y NICARAGUA, Y NIGER, Y NIGERIA, A NORWAY, Y OMAN, Y PAKISTAN,  PALAU, A PANAMA, Y PAPUA NEW GUINEA, A PARAGUAY, Y PERU, Y PHILIPPINES, N POLAND, A PORTUGAL, Y QATAR, A REPUBLIC OF KOREA, A REPUBLIC OF MOLDOVA, Y ROMANIA, Y RUSSIAN FEDERATION, Y RWANDA,  SAINT KITTS AND NEVIS, Y SAINT LUCIA,  SAINT VINCENT AND THE GRENADINES,  SAMOA, A SAN MARINO,  SAO TOME AND PRINCIPE, Y SAUDI ARABIA, Y SENEGAL, A SERBIA AND MONTENEGRO,  SEYCHELLES,  SIERRA LEONE, Y SINGAPORE, A SLOVAKIA, Y SLOVENIA, A SOLOMON ISLANDS, Y SOMALIA, Y SOUTH AFRICA, A SPAIN, Y SRI LANKA, Y SUDAN, Y SURINAME,  SWAZILAND, N SWEDEN, N SWITZERLAND, Y SYRIAN ARAB REPUBLIC,  TAJIKISTAN, Y THAILAND, A THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA, Y TIMOR-LESTE, Y TOGO, Y TONGA, Y TRINIDAD AND TOBAGO, Y TUNISIA, A TURKEY, Y TURKMENISTAN, A TUVALU, N UGANDA, Y UKRAINE, Y UNITED ARAB EMIRATES, N UNITED KINGDOM, Y UNITED REPUBLIC OF TANZANIA, N UNITED STATES, Y URUGUAY, Y UZBEKISTAN,  VANUATU, A VENEZUELA, Y VIET NAM, Y YEMEN, Y ZAMBIA, Y ZIMBABWE
https://digitallibrary.un.org/record/509421, AFGHANISTAN, A ALBANIA, Y ALGERIA, Y ANDORRA, Y ANGOLA, Y ANTIGUA AND BARBUDA, Y ARGENTINA, Y ARMENIA, N AUSTRALIA, A AUSTRIA, Y AZERBAIJAN,  BAHAMAS, Y BAHRAIN, Y BANGLADESH,  BARBADOS, Y BELARUS, A BELGIUM, Y BELIZE, Y BENIN,  BHUTAN, Y BOLIVIA, Y BOSNIA AND HERZEGOVINA, Y BOTSWANA, Y BRAZIL, Y BRUNEI DARUSSALAM, A BULGARIA, Y BURKINA FASO, Y BURUNDI, Y CAMBODIA, Y CAMEROON, N CANADA, Y CAPE VERDE, Y CENTRAL AFRICAN REPUBLIC,  CHAD, Y CHILE, Y CHINA, Y COLOMBIA, Y COMOROS, Y CONGO, Y COSTA RICA, Y CÔTE D'IVOIRE, A CROATIA, Y CUBA, Y CYPRUS, A CZECH REPUBLIC,  DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,  DEMOCRATIC REPUBLIC OF THE CONGO, A DENMARK, Y DJIBOUTI, Y DOMINICA, Y DOMINICAN REPUBLIC, Y ECUADOR, Y EGYPT,  EL SALVADOR,  EQUATORIAL GUINEA, Y ERITREA, A ESTONIA, Y ETHIOPIA, Y FIJI, A FINLAND, A FRANCE, Y GABON, Y GAMBIA, A GEORGIA, A GERMANY, Y GHANA, Y GREECE, Y GRENADA, Y GUATEMALA,  GUINEA,  GUINEA-BISSAU, Y GUYANA, Y HAITI,  HONDURAS, A HUNGARY, A ICELAND, Y INDIA, Y INDONESIA, Y IRAN (ISLAMIC REPUBLIC OF),  IRAQ, A IRELAND, A ISRAEL, Y ITALY, Y JAMAICA, N JAPAN, Y JORDAN,  KAZAKHSTAN, Y KENYA,  KIRIBATI, Y KUWAIT, Y KYRGYZSTAN, Y LAO PEOPLE'S DEMOCRATIC REPUBLIC, A LATVIA, Y LEBANON, Y LESOTHO,  LIBERIA, Y LIBYAN ARAB JAMAHIRIYA, A LIECHTENSTEIN, A LITHUANIA, A LUXEMBOURG, Y MADAGASCAR, Y MALAWI, Y MALAYSIA, Y MALDIVES, Y MALI, Y MALTA, Y MARSHALL ISLANDS, Y MAURITANIA, Y MAURITIUS, Y MEXICO,  MICRONESIA (FEDERATED STATES OF), Y MONACO, Y MONGOLIA, Y MOROCCO, Y MOZAMBIQUE, Y MYANMAR, Y NAMIBIA,  NAURU, Y NEPAL, A NETHERLANDS, N NEW ZEALAND, Y NICARAGUA, Y NIGER, Y NIGERIA, A NORWAY, Y OMAN, Y PAKISTAN,  PALAU, Y PANAMA, Y PAPUA NEW GUINEA, Y PARAGUAY, Y PERU, Y PHILIPPINES, A POLAND, Y PORTUGAL, Y QATAR, A REPUBLIC OF KOREA, Y REPUBLIC OF MOLDOVA, Y ROMANIA, Y RUSSIAN FEDERATION, Y RWANDA,  SAINT KITTS AND NEVIS, Y SAINT LUCIA,  SAINT VINCENT AND THE GRENADINES,  SAMOA, A SAN MARINO,  SAO TOME AND PRINCIPE, Y SAUDI ARABIA, Y SENEGAL, Y SERBIA AND MONTENEGRO,  SEYCHELLES,  SIERRA LEONE, Y SINGAPORE, Y SLOVAKIA, Y SLOVENIA, Y SOLOMON ISLANDS, Y SOMALIA,  SOUTH AFRICA, Y SPAIN, Y SRI LANKA, Y SUDAN, Y SURINAME,  SWAZILAND, A SWEDEN, A SWITZERLAND, Y SYRIAN ARAB REPUBLIC,  TAJIKISTAN, Y THAILAND, Y THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA, Y TIMOR-LESTE, Y TOGO, Y TONGA, Y TRINIDAD AND TOBAGO, Y TUNISIA, Y TURKEY, Y TURKMENISTAN, Y TUVALU,  UGANDA, A UKRAINE, Y UNITED ARAB EMIRATES, A UNITED KINGDOM, Y UNITED REPUBLIC OF TANZANIA, N UNITED STATES, Y URUGUAY, A UZBEKISTAN,  VANUATU, Y VENEZUELA, Y VIET NAM, Y YEMEN, Y ZAMBIA, Y ZIMBABWE
https://digitallibrary.un.org/record/509420, AFGHANISTAN, Y ALBANIA, Y ALGERIA, Y ANDORRA, Y ANGOLA, Y ANTIGUA AND BARBUDA, Y ARGENTINA, Y ARMENIA, Y AUSTRALIA, Y AUSTRIA, Y AZERBAIJAN,  BAHAMAS, Y BAHRAIN, Y BANGLADESH,  BARBADOS, Y BELARUS, Y BELGIUM, Y BELIZE, Y BENIN,  BHUTAN, Y BOLIVIA, Y BOSNIA AND HERZEGOVINA, Y BOTSWANA, Y BRAZIL, Y BRUNEI DARUSSALAM, Y BULGARIA, Y BURKINA FASO, Y BURUNDI, Y CAMBODIA,  CAMEROON, Y CANADA, Y CAPE VERDE, Y CENTRAL AFRICAN REPUBLIC,  CHAD, Y CHILE, Y CHINA, A COLOMBIA, Y COMOROS, Y CONGO, Y COSTA RICA, Y CÔTE D'IVOIRE, Y CROATIA, Y CUBA, Y CYPRUS, Y CZECH REPUBLIC,  DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,  DEMOCRATIC REPUBLIC OF THE CONGO, Y DENMARK, Y DJIBOUTI, Y DOMINICA, Y DOMINICAN REPUBLIC, Y ECUADOR, Y EGYPT,  EL SALVADOR,  EQUATORIAL GUINEA, Y ERITREA, Y ESTONIA,  ETHIOPIA, Y FIJI, Y FINLAND, Y FRANCE, Y GABON, Y GAMBIA, Y GEORGIA, Y GERMANY, Y GHANA, Y GREECE, Y GRENADA, Y GUATEMALA,  GUINEA,  GUINEA-BISSAU,  GUYANA, Y HAITI, Y HONDURAS, Y HUNGARY, Y ICELAND, Y INDIA, Y INDONESIA,  IRAN (ISLAMIC REPUBLIC OF),  IRAQ, Y IRELAND, Y ISRAEL, Y ITALY, Y JAMAICA, Y JAPAN, Y JORDAN, Y KAZAKHSTAN, Y KENYA,  KIRIBATI, Y KUWAIT, Y KYRGYZSTAN, Y LAO PEOPLE'S DEMOCRATIC REPUBLIC, Y LATVIA, Y LEBANON, Y LESOTHO,  LIBERIA, Y LIBYAN ARAB JAMAHIRIYA, Y LIECHTENSTEIN, Y LITHUANIA, Y LUXEMBOURG,  MADAGASCAR, Y MALAWI, Y MALAYSIA, Y MALDIVES, Y MALI, Y MALTA, Y MARSHALL ISLANDS, Y MAURITANIA, Y MAURITIUS, Y MEXICO, Y MICRONESIA (FEDERATED STATES OF), Y MONACO, Y MONGOLIA, Y MOROCCO, Y MOZAMBIQUE, Y MYANMAR, Y NAMIBIA, Y NAURU, Y NEPAL, Y NETHERLANDS, Y NEW ZEALAND, Y NICARAGUA, Y NIGER, Y NIGERIA, Y NORWAY, Y OMAN, Y PAKISTAN,  PALAU, Y PANAMA, Y PAPUA NEW GUINEA, Y PARAGUAY, Y PERU, Y PHILIPPINES, Y POLAND, Y PORTUGAL, Y QATAR, Y REPUBLIC OF KOREA, Y REPUBLIC OF MOLDOVA, Y ROMANIA, Y RUSSIAN FEDERATION,  RWANDA,  SAINT KITTS AND NEVIS, Y SAINT LUCIA,  SAINT VINCENT AND THE GRENADINES,  SAMOA, Y SAN MARINO,  SAO TOME AND PRINCIPE, Y SAUDI ARABIA, Y SENEGAL, Y SERBIA AND MONTENEGRO,  SEYCHELLES,  SIERRA LEONE, Y SINGAPORE, Y SLOVAKIA, Y SLOVENIA, Y SOLOMON ISLANDS, Y SOMALIA, Y SOUTH AFRICA, Y SPAIN, Y SRI LANKA, Y SUDAN, Y SURINAME,  SWAZILAND, Y SWEDEN, Y SWITZERLAND,  SYRIAN ARAB REPUBLIC, Y TAJIKISTAN, Y THAILAND, Y THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA, Y TIMOR-LESTE, Y TOGO, Y TONGA, Y TRINIDAD AND TOBAGO, Y TUNISIA, N TURKEY,  TURKMENISTAN, Y TUVALU, Y UGANDA, Y UKRAINE, Y UNITED ARAB EMIRATES, Y UNITED KINGDOM, Y UNITED REPUBLIC OF TANZANIA, Y UNITED STATES, Y URUGUAY,  UZBEKISTAN,  VANUATU, A VENEZUELA, Y VIET NAM, Y YEMEN, Y ZAMBIA, Y ZIMBABWE
