https://digitallibrary.un.org/record/624717,Y AFGHANISTAN,  ALBANIA, Y ALGERIA, Y ANDORRA, Y ANGOLA, Y ANTIGUA AND BARBUDA, Y ARGENTINA, Y ARMENIA, Y AUSTRALIA, Y AUSTRIA,  AZERBAIJAN, Y BAHAMAS, Y BAHRAIN, Y BANGLADESH, Y BARBADOS, Y BELARUS, Y BELGIUM,  BELIZE, Y BENIN,  BHUTAN,  BOLIVIA, Y BOSNIA AND HERZEGOVINA, Y BOTSWANA, Y BRAZIL, Y BRUNEI DARUSSALAM, Y BULGARIA, Y BURKINA FASO,  BURUNDI, Y CAMBODIA,  CAMEROON, A CANADA,  CAPE VERDE,  CENTRAL AFRICAN REPUBLIC,  CHAD, Y CHILE, Y CHINA, Y COLOMBIA,  COMOROS, Y CONGO, Y COSTA RICA,  CÔTE D'IVOIRE, Y CROATIA, Y CUBA, Y CYPRUS, Y CZECH REPUBLIC, Y DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,  DEMOCRATIC REPUBLIC OF THE CONGO, Y DENMARK, Y DJIBOUTI,  DOMINICA, Y DOMINICAN REPUBLIC, Y ECUADOR, Y EGYPT, Y EL SALVADOR,  EQUATORIAL GUINEA, Y ERITREA, Y ESTONIA,  ETHIOPIA,  FIJI, Y FINLAND, Y FRANCE,  GABON,  GAMBIA, Y GEORGIA, Y GERMANY, Y GHANA, Y GREECE,  GRENADA, Y GUATEMALA, Y GUINEA,  GUINEA-BISSAU, Y GUYANA, Y HAITI, Y HONDURAS, Y HUNGARY, Y ICELAND, Y INDIA, Y INDONESIA, Y IRAN (ISLAMIC REPUBLIC OF), Y IRAQ, Y IRELAND,  ISRAEL, Y ITALY, Y JAMAICA, Y JAPAN, Y JORDAN, Y KAZAKHSTAN, Y KENYA,  KIRIBATI, Y KUWAIT, Y KYRGYZSTAN, Y LAO PEOPLE'S DEMOCRATIC REPUBLIC, Y LATVIA, Y LEBANON, Y LESOTHO,  LIBERIA, Y LIBYAN ARAB JAMAHIRIYA, Y LIECHTENSTEIN, Y LITHUANIA, Y LUXEMBOURG, Y MADAGASCAR, Y MALAWI, Y MALAYSIA, Y MALDIVES, Y MALI, Y MALTA,  MARSHALL ISLANDS, Y MAURITANIA, Y MAURITIUS, Y MEXICO,  MICRONESIA (FEDERATED STATES OF), Y MONACO, Y MONGOLIA, Y MONTENEGRO, Y MOROCCO, Y MOZAMBIQUE, Y MYANMAR, Y NAMIBIA,  NAURU, Y NEPAL, Y NETHERLANDS, Y NEW ZEALAND, Y NICARAGUA, Y NIGER, Y NIGERIA, Y NORWAY, Y OMAN, Y PAKISTAN,  PALAU, Y PANAMA,  PAPUA NEW GUINEA,  PARAGUAY, Y PERU, Y PHILIPPINES, Y POLAND, Y PORTUGAL, Y QATAR, Y REPUBLIC OF KOREA, Y REPUBLIC OF MOLDOVA, Y ROMANIA, Y RUSSIAN FEDERATION, Y RWANDA,  SAINT KITTS AND NEVIS, Y SAINT LUCIA,  SAINT VINCENT AND THE GRENADINES,  SAMOA,  SAN MARINO,  SAO TOME AND PRINCIPE, Y SAUDI ARABIA, Y SENEGAL,  SERBIA,  SEYCHELLES,  SIERRA LEONE, Y SINGAPORE, Y SLOVAKIA, Y SLOVENIA,  SOLOMON ISLANDS,  SOMALIA, Y SOUTH AFRICA, Y SPAIN, Y SRI LANKA, Y SUDAN,  SURINAME, Y SWAZILAND, Y SWEDEN, Y SWITZERLAND, Y SYRIAN ARAB REPUBLIC,  TAJIKISTAN, Y THAILAND, Y THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA,  TIMOR-LESTE,  TOGO,  TONGA, Y TRINIDAD AND TOBAGO, Y TUNISIA, Y TURKEY,  TURKMENISTAN,  TUVALU, Y UGANDA,  UKRAINE, Y UNITED ARAB EMIRATES, Y UNITED KINGDOM, Y UNITED REPUBLIC OF TANZANIA, N UNITED STATES, Y URUGUAY,  UZBEKISTAN,  VANUATU, Y VENEZUELA (BOLIVARIAN REPUBLIC OF), Y VIET NAM, Y YEMEN, Y ZAMBIA, Y ZIMBABWE
https://digitallibrary.un.org/record/615197,Y AFGHANISTAN,  ALBANIA, Y ALGERIA, Y ANDORRA, Y ANGOLA, Y ANTIGUA AND BARBUDA, Y ARGENTINA, Y ARMENIA, Y AUSTRALIA, Y AUSTRIA,  AZERBAIJAN, Y BAHAMAS, Y BAHRAIN, Y BANGLADESH, Y BARBADOS, Y BELARUS, Y BELGIUM,  BELIZE, Y BENIN,  BHUTAN,  BOLIVIA, Y BOSNIA AND HERZEGOVINA, Y BOTSWANA, Y BRAZIL, Y BRUNEI DARUSSALAM, Y BULGARIA, Y BURKINA FASO,  BURUNDI, Y CAMBODIA,  CAMEROON, Y CANADA,  CAPE VERDE,  CENTRAL AFRICAN REPUBLIC,  CHAD, Y CHILE, Y CHINA, Y COLOMBIA,  COMOROS, Y CONGO, Y COSTA RICA,  CÔTE D'IVOIRE, Y CROATIA, Y CUBA, Y CYPRUS, Y CZECH REPUBLIC, Y DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,  DEMOCRATIC REPUBLIC OF THE CONGO, Y DENMARK, Y DJIBOUTI,  DOMINICA, Y DOMINICAN REPUBLIC, Y ECUADOR, Y EGYPT, Y EL SALVADOR,  EQUATORIAL GUINEA, Y ERITREA, Y ESTONIA,  ETHIOPIA,  FIJI, Y FINLAND, Y FRANCE,  GABON,  GAMBIA, Y GEORGIA, Y GERMANY, Y GHANA, Y GREECE,  GRENADA, Y GUATEMALA, Y GUINEA,  GUINEA-BISSAU, Y GUYANA, Y HAITI, Y HONDURAS, Y HUNGARY, Y ICELAND, Y INDIA, Y INDONESIA, Y IRAN (ISLAMIC REPUBLIC OF), Y IRAQ, Y IRELAND,  ISRAEL, Y ITALY, Y JAMAICA, Y JAPAN, Y JORDAN, Y KAZAKHSTAN, Y KENYA,  KIRIBATI, Y KUWAIT, Y KYRGYZSTAN, Y LAO PEOPLE'S DEMOCRATIC REPUBLIC, Y LATVIA, Y LEBANON, Y LESOTHO,  LIBERIA, Y LIBYAN ARAB JAMAHIRIYA, Y LIECHTENSTEIN, Y LITHUANIA, Y LUXEMBOURG, Y MADAGASCAR, Y MALAWI, Y MALAYSIA, Y MALDIVES, Y MALI, Y MALTA,  MARSHALL ISLANDS, Y MAURITANIA, Y MAURITIUS, Y MEXICO,  MICRONESIA (FEDERATED STATES OF), Y MONACO, Y MONGOLIA, Y MONTENEGRO, Y MOROCCO, Y MOZAMBIQUE, Y MYANMAR, Y NAMIBIA,  NAURU, Y NEPAL, Y NETHERLANDS, Y NEW ZEALAND, Y NICARAGUA, Y NIGER, Y NIGERIA, Y NORWAY, Y OMAN, Y PAKISTAN,  PALAU, Y PANAMA,  PAPUA NEW GUINEA,  PARAGUAY, Y PERU, Y PHILIPPINES, Y POLAND, Y PORTUGAL, Y QATAR, Y REPUBLIC OF KOREA, Y REPUBLIC OF MOLDOVA, Y ROMANIA, Y RUSSIAN FEDERATION, Y RWANDA,  SAINT KITTS AND NEVIS, Y SAINT LUCIA,  SAINT VINCENT AND THE GRENADINES,  SAMOA,  SAN MARINO,  SAO TOME AND PRINCIPE, Y SAUDI ARABIA, Y SENEGAL,  SERBIA,  SEYCHELLES,  SIERRA LEONE, Y SINGAPORE, Y SLOVAKIA, Y SLOVENIA,  SOLOMON ISLANDS,  SOMALIA, Y SOUTH AFRICA, Y SPAIN, Y SRI LANKA, Y SUDAN,  SURINAME, Y SWAZILAND, Y SWEDEN, Y SWITZERLAND, Y SYRIAN ARAB REPUBLIC,  TAJIKISTAN, Y THAILAND, Y THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA,  TIMOR-LESTE, Y TOGO,  TONGA, Y TRINIDAD AND TOBAGO, Y TUNISIA, Y TURKEY,  TURKMENISTAN,  TUVALU, Y UGANDA,  UKRAINE, Y UNITED ARAB EMIRATES, Y UNITED KINGDOM, Y UNITED REPUBLIC OF TANZANIA, N UNITED STATES, Y URUGUAY,  UZBEKISTAN,  VANUATU, Y VENEZUELA (BOLIVARIAN REPUBLIC OF), Y VIET NAM, Y YEMEN, Y ZAMBIA, Y ZIMBABWE
https://digitallibrary.un.org/record/615165,Y AFGHANISTAN,  ALBANIA, N ALGERIA, Y ANDORRA,  ANGOLA, A ANTIGUA AND BARBUDA, Y ARGENTINA, Y ARMENIA, Y AUSTRALIA, Y AUSTRIA,  AZERBAIJAN, Y BAHAMAS, A BAHRAIN, N BANGLADESH, A BARBADOS, N BELARUS, Y BELGIUM, Y BELIZE, Y BENIN,  BHUTAN,  BOLIVIA, Y BOSNIA AND HERZEGOVINA, A BOTSWANA, Y BRAZIL, A BRUNEI DARUSSALAM, Y BULGARIA, A BURKINA FASO, Y BURUNDI,  CAMBODIA,  CAMEROON, Y CANADA,  CAPE VERDE,  CENTRAL AFRICAN REPUBLIC,  CHAD, Y CHILE, N CHINA, A COLOMBIA,  COMOROS, A CONGO, Y COSTA RICA,  CÔTE D'IVOIRE, Y CROATIA, N CUBA, Y CYPRUS, Y CZECH REPUBLIC, N DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,  DEMOCRATIC REPUBLIC OF THE CONGO, Y DENMARK, A DJIBOUTI,  DOMINICA, A DOMINICAN REPUBLIC, A ECUADOR, N EGYPT, Y EL SALVADOR,  EQUATORIAL GUINEA, A ERITREA, Y ESTONIA,  ETHIOPIA,  FIJI, Y FINLAND, Y FRANCE,  GABON,  GAMBIA, Y GEORGIA, Y GERMANY, Y GHANA, Y GREECE,  GRENADA, Y GUATEMALA, A GUINEA,  GUINEA-BISSAU, Y GUYANA, A HAITI, Y HONDURAS, Y HUNGARY, Y ICELAND, N INDIA, A INDONESIA, N IRAN (ISLAMIC REPUBLIC OF), Y IRAQ, Y IRELAND,  ISRAEL, Y ITALY, A JAMAICA, Y JAPAN, A JORDAN, Y KAZAKHSTAN, A KENYA,  KIRIBATI, A KUWAIT, A KYRGYZSTAN, N LAO PEOPLE'S DEMOCRATIC REPUBLIC, Y LATVIA, Y LEBANON, A LESOTHO,  LIBERIA, N LIBYAN ARAB JAMAHIRIYA, Y LIECHTENSTEIN, Y LITHUANIA, Y LUXEMBOURG, Y MADAGASCAR, A MALAWI, N MALAYSIA,  MALDIVES, A MALI, Y MALTA, Y MARSHALL ISLANDS, Y MAURITANIA, Y MAURITIUS, Y MEXICO, Y MICRONESIA (FEDERATED STATES OF), Y MONACO, Y MONGOLIA, Y MONTENEGRO, Y MOROCCO, A MOZAMBIQUE, N MYANMAR, A NAMIBIA, Y NAURU, A NEPAL, Y NETHERLANDS, Y NEW ZEALAND, A NICARAGUA, A NIGER, Y NIGERIA, Y NORWAY, N OMAN, N PAKISTAN, Y PALAU, Y PANAMA,  PAPUA NEW GUINEA,  PARAGUAY, Y PERU, A PHILIPPINES, Y POLAND, Y PORTUGAL, A QATAR, Y REPUBLIC OF KOREA, Y REPUBLIC OF MOLDOVA, Y ROMANIA, N RUSSIAN FEDERATION, A RWANDA,  SAINT KITTS AND NEVIS, A SAINT LUCIA,  SAINT VINCENT AND THE GRENADINES,  SAMOA, Y SAN MARINO,  SAO TOME AND PRINCIPE, A SAUDI ARABIA, A SENEGAL, Y SERBIA,  SEYCHELLES, A SIERRA LEONE, A SINGAPORE, Y SLOVAKIA, Y SLOVENIA,  SOLOMON ISLANDS,  SOMALIA, A SOUTH AFRICA, Y SPAIN, A SRI LANKA, N SUDAN,  SURINAME, A SWAZILAND, Y SWEDEN, Y SWITZERLAND, N SYRIAN ARAB REPUBLIC,  TAJIKISTAN, A THAILAND, Y THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA, Y TIMOR-LESTE, A TOGO, Y TONGA, A TRINIDAD AND TOBAGO,  TUNISIA, Y TURKEY,  TURKMENISTAN,  TUVALU, A UGANDA, Y UKRAINE, A UNITED ARAB EMIRATES, Y UNITED KINGDOM, A UNITED REPUBLIC OF TANZANIA, Y UNITED STATES, Y URUGUAY, N UZBEKISTAN,  VANUATU, N VENEZUELA (BOLIVARIAN REPUBLIC OF), N VIET NAM, A YEMEN, A ZAMBIA, N ZIMBABWE
