https://digitallibrary.un.org/record/283556,Y AFGHANISTAN,  ALBANIA, Y ALGERIA,  ANDORRA, Y ANGOLA, Y ANTIGUA AND BARBUDA,  ARGENTINA,  ARMENIA,  AUSTRALIA,  AUSTRIA, Y AZERBAIJAN, Y BAHAMAS, Y BAHRAIN, Y BANGLADESH, Y BARBADOS,  BELARUS,  BELGIUM, Y BELIZE, Y BENIN, Y BHUTAN, Y BOLIVIA,  BOSNIA AND HERZEGOVINA, Y BOTSWANA,  BRAZIL, Y BRUNEI DARUSSALAM,  BULGARIA, Y BURKINA FASO, Y BURUNDI,  CAMBODIA, Y CAMEROON,  CANADA, Y CAPE VERDE, Y CENTRAL AFRICAN REPUBLIC, Y CHAD,  CHILE,  CHINA,  COLOMBIA, Y COMOROS, Y CONGO, Y COSTA RICA,  CÔTE D'IVOIRE,  CROATIA,  CUBA, Y CYPRUS,  CZECH REPUBLIC,  DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,  DENMARK, Y DJIBOUTI, Y DOMINICA,  DOMINICAN REPUBLIC,  ECUADOR, Y EGYPT,  EL SALVADOR,  EQUATORIAL GUINEA,  ERITREA,  ESTONIA, Y ETHIOPIA, Y FIJI,  FINLAND,  FRANCE, A GABON, Y GAMBIA,  GEORGIA,  GERMANY, Y GHANA,  GREECE, Y GRENADA,  GUATEMALA, Y GUINEA, Y GUINEA-BISSAU, Y GUYANA, Y HAITI, Y HONDURAS,  HUNGARY,  ICELAND,  INDIA, Y INDONESIA, Y IRAN (ISLAMIC REPUBLIC OF), Y IRAQ, A IRELAND,  ISRAEL,  ITALY, Y JAMAICA,  JAPAN, Y JORDAN,  KAZAKHSTAN, Y KENYA, Y KUWAIT,  KYRGYZSTAN, Y LAO PEOPLE'S DEMOCRATIC REPUBLIC,  LATVIA, Y LEBANON, Y LESOTHO,  LIBERIA, Y LIBYAN ARAB JAMAHIRIYA, A LIECHTENSTEIN,  LITHUANIA,  LUXEMBOURG, Y MADAGASCAR, Y MALAWI, Y MALAYSIA, Y MALDIVES, Y MALI, A MALTA,  MARSHALL ISLANDS, Y MAURITANIA, Y MAURITIUS, Y MEXICO,  MICRONESIA (FEDERATED STATES OF),  MONACO, Y MONGOLIA, Y MOROCCO, Y MOZAMBIQUE, Y MYANMAR, Y NAMIBIA, Y NEPAL,  NETHERLANDS,  NEW ZEALAND, Y NICARAGUA, Y NIGER, Y NIGERIA,  NORWAY, Y OMAN, Y PAKISTAN, Y PANAMA,  PAPUA NEW GUINEA,  PARAGUAY,  PERU, Y PHILIPPINES,  POLAND, A PORTUGAL, Y QATAR,  REPUBLIC OF KOREA,  REPUBLIC OF MOLDOVA, Y ROMANIA,  RUSSIAN FEDERATION,  RWANDA,  SAINT KITTS AND NEVIS, Y SAINT LUCIA, Y SAINT VINCENT AND THE GRENADINES,  SAMOA,  SAN MARINO,  SAO TOME AND PRINCIPE, Y SAUDI ARABIA, Y SENEGAL, Y SEYCHELLES, Y SIERRA LEONE, Y SINGAPORE,  SLOVAKIA,  SLOVENIA,  SOLOMON ISLANDS,  SOMALIA,  SOUTH AFRICA,  SPAIN, Y SRI LANKA, Y SUDAN, Y SURINAME, Y SWAZILAND,  SWEDEN, Y SYRIAN ARAB REPUBLIC,  TAJIKISTAN, Y THAILAND, Y THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA, Y TOGO, Y TRINIDAD AND TOBAGO, Y TUNISIA, A TURKEY,  TURKMENISTAN, Y UGANDA,  UKRAINE, Y UNITED ARAB EMIRATES,  UNITED KINGDOM, Y UNITED REPUBLIC OF TANZANIA,  UNITED STATES,  URUGUAY,  UZBEKISTAN,  VANUATU, A VENEZUELA, Y VIET NAM, Y YEMEN,  YUGOSLAVIA,  ZAIRE, Y ZAMBIA, Y ZIMBABWE
https://digitallibrary.un.org/record/283333,Y AFGHANISTAN, Y ALBANIA, Y ALGERIA,  ANDORRA, Y ANGOLA, Y ANTIGUA AND BARBUDA, Y ARGENTINA, Y ARMENIA, Y AUSTRALIA, Y AUSTRIA, Y AZERBAIJAN, Y BAHAMAS, Y BAHRAIN, Y BANGLADESH, Y BARBADOS, A BELARUS, Y BELGIUM, Y BELIZE,  BENIN, Y BHUTAN, Y BOLIVIA,  BOSNIA AND HERZEGOVINA, A BOTSWANA, Y BRAZIL, Y BRUNEI DARUSSALAM, Y BULGARIA, Y BURKINA FASO, Y BURUNDI,  CAMBODIA, Y CAMEROON, Y CANADA, Y CAPE VERDE, A CENTRAL AFRICAN REPUBLIC, Y CHAD, Y CHILE, Y CHINA, Y COLOMBIA, Y COMOROS, Y CONGO, Y COSTA RICA,  CÔTE D'IVOIRE, A CROATIA, Y CUBA, Y CYPRUS, Y CZECH REPUBLIC, Y DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA, Y DENMARK, Y DJIBOUTI,  DOMINICA, A DOMINICAN REPUBLIC, Y ECUADOR, Y EGYPT, Y EL SALVADOR,  EQUATORIAL GUINEA,  ERITREA, Y ESTONIA, Y ETHIOPIA, Y FIJI, Y FINLAND, Y FRANCE,  GABON, Y GAMBIA,  GEORGIA, Y GERMANY,  GHANA, Y GREECE, Y GRENADA, Y GUATEMALA,  GUINEA, Y GUINEA-BISSAU, Y GUYANA, Y HAITI, Y HONDURAS, Y HUNGARY, Y ICELAND, Y INDIA, Y INDONESIA, Y IRAN (ISLAMIC REPUBLIC OF), Y IRAQ, Y IRELAND, N ISRAEL, Y ITALY, Y JAMAICA, Y JAPAN, Y JORDAN, Y KAZAKHSTAN, A KENYA, Y KUWAIT, Y KYRGYZSTAN, Y LAO PEOPLE'S DEMOCRATIC REPUBLIC, Y LATVIA, Y LEBANON, Y LESOTHO,  LIBERIA, Y LIBYAN ARAB JAMAHIRIYA, Y LIECHTENSTEIN, Y LITHUANIA, Y LUXEMBOURG, Y MADAGASCAR, Y MALAWI, Y MALAYSIA, Y MALDIVES, Y MALI, Y MALTA, N MARSHALL ISLANDS, Y MAURITANIA, Y MAURITIUS, Y MEXICO, A MICRONESIA (FEDERATED STATES OF), Y MONACO, Y MONGOLIA, Y MOROCCO,  MOZAMBIQUE, Y MYANMAR, Y NAMIBIA, Y NEPAL, Y NETHERLANDS, Y NEW ZEALAND, Y NICARAGUA, Y NIGER, A NIGERIA, Y NORWAY, Y OMAN, Y PAKISTAN, Y PANAMA, A PAPUA NEW GUINEA, Y PARAGUAY, Y PERU, Y PHILIPPINES, Y POLAND, Y PORTUGAL, Y QATAR, Y REPUBLIC OF KOREA, Y REPUBLIC OF MOLDOVA, Y ROMANIA, A RUSSIAN FEDERATION, Y RWANDA,  SAINT KITTS AND NEVIS, Y SAINT LUCIA, Y SAINT VINCENT AND THE GRENADINES, A SAMOA,  SAN MARINO,  SAO TOME AND PRINCIPE, Y SAUDI ARABIA, Y SENEGAL,  SEYCHELLES, Y SIERRA LEONE, Y SINGAPORE, Y SLOVAKIA, Y SLOVENIA,  SOLOMON ISLANDS,  SOMALIA,  SOUTH AFRICA, Y SPAIN, Y SRI LANKA, Y SUDAN, Y SURINAME, Y SWAZILAND, Y SWEDEN, Y SYRIAN ARAB REPUBLIC, Y TAJIKISTAN, Y THAILAND, Y THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA, Y TOGO, Y TRINIDAD AND TOBAGO, Y TUNISIA, Y TURKEY, A TURKMENISTAN, Y UGANDA, Y UKRAINE, Y UNITED ARAB EMIRATES, Y UNITED KINGDOM, Y UNITED REPUBLIC OF TANZANIA, N UNITED STATES, A URUGUAY,  UZBEKISTAN,  VANUATU, Y VENEZUELA, Y VIET NAM, Y YEMEN,  YUGOSLAVIA,  ZAIRE, Y ZAMBIA, Y ZIMBABWE
https://digitallibrary.un.org/record/283332,Y AFGHANISTAN, Y ALBANIA, Y ALGERIA,  ANDORRA, Y ANGOLA, Y ANTIGUA AND BARBUDA, Y ARGENTINA, Y ARMENIA, Y AUSTRALIA, Y AUSTRIA, Y AZERBAIJAN, Y BAHAMAS, Y BAHRAIN, Y BANGLADESH, Y BARBADOS, Y BELARUS, Y BELGIUM, Y BELIZE, Y BENIN, Y BHUTAN, Y BOLIVIA,  BOSNIA AND HERZEGOVINA, Y BOTSWANA, Y BRAZIL, Y BRUNEI DARUSSALAM, Y BULGARIA, Y BURKINA FASO, Y BURUNDI, Y CAMBODIA, Y CAMEROON, Y CANADA, Y CAPE VERDE, Y CENTRAL AFRICAN REPUBLIC, Y CHAD, Y CHILE, Y CHINA, Y COLOMBIA, Y COMOROS, Y CONGO, Y COSTA RICA, Y CÔTE D'IVOIRE, Y CROATIA, Y CUBA, Y CYPRUS, Y CZECH REPUBLIC, Y DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA, Y DENMARK, Y DJIBOUTI, Y DOMINICA, Y DOMINICAN REPUBLIC, Y ECUADOR, Y EGYPT, Y EL SALVADOR,  EQUATORIAL GUINEA, Y ERITREA, Y ESTONIA, Y ETHIOPIA, Y FIJI, Y FINLAND, Y FRANCE, Y GABON, Y GAMBIA,  GEORGIA, Y GERMANY,  GHANA, Y GREECE, Y GRENADA, Y GUATEMALA,  GUINEA, Y GUINEA-BISSAU, Y GUYANA, Y HAITI, Y HONDURAS, Y HUNGARY, Y ICELAND, Y INDIA, Y INDONESIA, Y IRAN (ISLAMIC REPUBLIC OF), Y IRAQ,  IRELAND, Y ISRAEL, Y ITALY, Y JAMAICA, Y JAPAN, Y JORDAN, Y KAZAKHSTAN, Y KENYA, Y KUWAIT, Y KYRGYZSTAN, Y LAO PEOPLE'S DEMOCRATIC REPUBLIC, Y LATVIA, Y LEBANON, Y LESOTHO,  LIBERIA, Y LIBYAN ARAB JAMAHIRIYA, Y LIECHTENSTEIN, Y LITHUANIA, Y LUXEMBOURG, Y MADAGASCAR, Y MALAWI, Y MALAYSIA, Y MALDIVES, Y MALI, Y MALTA, Y MARSHALL ISLANDS, Y MAURITANIA, Y MAURITIUS, Y MEXICO, Y MICRONESIA (FEDERATED STATES OF), Y MONACO, Y MONGOLIA, Y MOROCCO, Y MOZAMBIQUE, Y MYANMAR, Y NAMIBIA, Y NEPAL, Y NETHERLANDS, Y NEW ZEALAND, Y NICARAGUA, Y NIGER, Y NIGERIA, Y NORWAY, Y OMAN, Y PAKISTAN, Y PANAMA, Y PAPUA NEW GUINEA, Y PARAGUAY, Y PERU, Y PHILIPPINES, Y POLAND, Y PORTUGAL, Y QATAR, Y REPUBLIC OF KOREA, Y REPUBLIC OF MOLDOVA, Y ROMANIA, Y RUSSIAN FEDERATION, Y RWANDA,  SAINT KITTS AND NEVIS, Y SAINT LUCIA, Y SAINT VINCENT AND THE GRENADINES, Y SAMOA,  SAN MARINO,  SAO TOME AND PRINCIPE, Y SAUDI ARABIA, Y SENEGAL,  SEYCHELLES, Y SIERRA LEONE, Y SINGAPORE, Y SLOVAKIA, Y SLOVENIA,  SOLOMON ISLANDS,  SOMALIA,  SOUTH AFRICA, Y SPAIN, Y SRI LANKA, Y SUDAN, Y SURINAME, Y SWAZILAND, Y SWEDEN, Y SYRIAN ARAB REPUBLIC, Y TAJIKISTAN, Y THAILAND, Y THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA, Y TOGO, Y TRINIDAD AND TOBAGO, Y TUNISIA, Y TURKEY, Y TURKMENISTAN, Y UGANDA, Y UKRAINE, Y UNITED ARAB EMIRATES, Y UNITED KINGDOM, Y UNITED REPUBLIC OF TANZANIA, N UNITED STATES, Y URUGUAY,  UZBEKISTAN,  VANUATU, Y VENEZUELA, Y VIET NAM, Y YEMEN,  YUGOSLAVIA,  ZAIRE, Y ZAMBIA, Y ZIMBABWE
