https://digitallibrary.un.org/record/464314,Y AFGHANISTAN, Y ALBANIA, Y ALGERIA, Y ANDORRA, Y ANGOLA, Y ANTIGUA AND BARBUDA, Y ARGENTINA, Y ARMENIA, Y AUSTRALIA, Y AUSTRIA, Y AZERBAIJAN, Y BAHAMAS, Y BAHRAIN, Y BANGLADESH, Y BARBADOS, Y BELARUS, Y BELGIUM, Y BELIZE, Y BENIN, Y BHUTAN, Y BOLIVIA,  BOSNIA AND HERZEGOVINA, Y BOTSWANA, Y BRAZIL, Y BRUNEI DARUSSALAM, Y BULGARIA, Y BURKINA FASO, Y BURUNDI, Y CAMBODIA, Y CAMEROON, Y CANADA, Y CAPE VERDE,  CENTRAL AFRICAN REPUBLIC, Y CHAD, Y CHILE, Y CHINA, Y COLOMBIA, Y COMOROS, Y CONGO, Y COSTA RICA, Y CÔTE D'IVOIRE, Y CROATIA, Y CUBA, Y CYPRUS, Y CZECH REPUBLIC, Y DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA, Y DEMOCRATIC REPUBLIC OF THE CONGO, Y DENMARK, Y DJIBOUTI, Y DOMINICA, Y DOMINICAN REPUBLIC, Y ECUADOR, Y EGYPT,  EL SALVADOR, Y EQUATORIAL GUINEA, Y ERITREA, Y ESTONIA, Y ETHIOPIA, Y FIJI, Y FINLAND, Y FRANCE, Y GABON, Y GAMBIA, Y GEORGIA, Y GERMANY, Y GHANA, Y GREECE, Y GRENADA, Y GUATEMALA, Y GUINEA,  GUINEA-BISSAU, Y GUYANA, Y HAITI, Y HONDURAS, Y HUNGARY, Y ICELAND, Y INDIA, Y INDONESIA, Y IRAN (ISLAMIC REPUBLIC OF),  IRAQ, Y IRELAND, N ISRAEL, Y ITALY, Y JAMAICA, Y JAPAN, Y JORDAN, Y KAZAKHSTAN, Y KENYA,  KIRIBATI, Y KUWAIT,  KYRGYZSTAN, Y LAO PEOPLE'S DEMOCRATIC REPUBLIC, A LATVIA, Y LEBANON, Y LESOTHO,  LIBERIA, Y LIBYAN ARAB JAMAHIRIYA, Y LIECHTENSTEIN, Y LITHUANIA, Y LUXEMBOURG, Y MADAGASCAR, Y MALAWI, Y MALAYSIA, Y MALDIVES, Y MALI, Y MALTA, N MARSHALL ISLANDS, Y MAURITANIA, Y MAURITIUS, Y MEXICO, A MICRONESIA (FEDERATED STATES OF), Y MONACO, Y MONGOLIA,  MOROCCO, Y MOZAMBIQUE, Y MYANMAR, Y NAMIBIA, Y NAURU, Y NEPAL, Y NETHERLANDS, Y NEW ZEALAND, A NICARAGUA,  NIGER, Y NIGERIA, Y NORWAY, Y OMAN, Y PAKISTAN,  PALAU, Y PANAMA, Y PAPUA NEW GUINEA, Y PARAGUAY, Y PERU, Y PHILIPPINES, Y POLAND, Y PORTUGAL, Y QATAR, Y REPUBLIC OF KOREA, Y REPUBLIC OF MOLDOVA, Y ROMANIA, Y RUSSIAN FEDERATION, Y RWANDA, Y SAINT KITTS AND NEVIS, Y SAINT LUCIA, Y SAINT VINCENT AND THE GRENADINES, Y SAMOA, Y SAN MARINO,  SAO TOME AND PRINCIPE, Y SAUDI ARABIA, Y SENEGAL, Y SEYCHELLES, Y SIERRA LEONE, Y SINGAPORE, Y SLOVAKIA, Y SLOVENIA,  SOLOMON ISLANDS,  SOMALIA, Y SOUTH AFRICA, Y SPAIN, Y SRI LANKA, Y SUDAN, Y SURINAME, Y SWAZILAND, Y SWEDEN, Y SYRIAN ARAB REPUBLIC,  TAJIKISTAN, Y THAILAND, Y THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA, Y TOGO, Y TONGA, Y TRINIDAD AND TOBAGO, Y TUNISIA, Y TURKEY, Y TURKMENISTAN, Y TUVALU, Y UGANDA, Y UKRAINE, Y UNITED ARAB EMIRATES, Y UNITED KINGDOM, Y UNITED REPUBLIC OF TANZANIA, N UNITED STATES, Y URUGUAY,  UZBEKISTAN, Y VANUATU, Y VENEZUELA, Y VIET NAM, Y YEMEN, Y YUGOSLAVIA, Y ZAMBIA, Y ZIMBABWE
https://digitallibrary.un.org/record/464310, AFGHANISTAN,  ALBANIA, Y ALGERIA, Y ANDORRA, Y ANGOLA,  ANTIGUA AND BARBUDA, Y ARGENTINA, Y ARMENIA, Y AUSTRALIA, Y AUSTRIA,  AZERBAIJAN,  BAHAMAS, Y BAHRAIN, Y BANGLADESH,  BARBADOS, Y BELARUS, Y BELGIUM,  BELIZE,  BENIN,  BHUTAN, Y BOLIVIA,  BOSNIA AND HERZEGOVINA,  BOTSWANA, Y BRAZIL, Y BRUNEI DARUSSALAM,  BULGARIA, Y BURKINA FASO,  BURUNDI, Y CAMBODIA,  CAMEROON, Y CANADA,  CAPE VERDE,  CENTRAL AFRICAN REPUBLIC,  CHAD, Y CHILE, Y CHINA, Y COLOMBIA,  COMOROS,  CONGO,  COSTA RICA,  CÔTE D'IVOIRE, Y CROATIA, Y CUBA, Y CYPRUS, Y CZECH REPUBLIC,  DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,  DEMOCRATIC REPUBLIC OF THE CONGO, Y DENMARK,  DJIBOUTI,  DOMINICA,  DOMINICAN REPUBLIC,  ECUADOR, Y EGYPT,  EL SALVADOR, Y EQUATORIAL GUINEA,  ERITREA,  ESTONIA,  ETHIOPIA,  FIJI, Y FINLAND, Y FRANCE,  GABON, Y GAMBIA,  GEORGIA, Y GERMANY, Y GHANA, Y GREECE, Y GRENADA, Y GUATEMALA,  GUINEA,  GUINEA-BISSAU,  GUYANA,  HAITI,  HONDURAS,  HUNGARY, Y ICELAND,  INDIA, Y INDONESIA, Y IRAN (ISLAMIC REPUBLIC OF),  IRAQ, Y IRELAND,  ISRAEL, Y ITALY, Y JAMAICA, Y JAPAN, Y JORDAN, Y KAZAKHSTAN, Y KENYA,  KIRIBATI, Y KUWAIT,  KYRGYZSTAN,  LAO PEOPLE'S DEMOCRATIC REPUBLIC,  LATVIA, Y LEBANON,  LESOTHO,  LIBERIA, Y LIBYAN ARAB JAMAHIRIYA, Y LIECHTENSTEIN,  LITHUANIA, Y LUXEMBOURG, Y MADAGASCAR,  MALAWI, Y MALAYSIA, Y MALDIVES,  MALI,  MALTA,  MARSHALL ISLANDS,  MAURITANIA,  MAURITIUS, Y MEXICO,  MICRONESIA (FEDERATED STATES OF), Y MONACO, Y MONGOLIA, Y MOROCCO,  MOZAMBIQUE, Y MYANMAR,  NAMIBIA,  NAURU,  NEPAL, Y NETHERLANDS,  NEW ZEALAND,  NICARAGUA,  NIGER, Y NIGERIA, Y NORWAY, Y OMAN, Y PAKISTAN,  PALAU,  PANAMA,  PAPUA NEW GUINEA, Y PARAGUAY, Y PERU, Y PHILIPPINES, Y POLAND, Y PORTUGAL, Y QATAR,  REPUBLIC OF KOREA, Y REPUBLIC OF MOLDOVA, Y ROMANIA,  RUSSIAN FEDERATION,  RWANDA,  SAINT KITTS AND NEVIS,  SAINT LUCIA,  SAINT VINCENT AND THE GRENADINES,  SAMOA, Y SAN MARINO,  SAO TOME AND PRINCIPE,  SAUDI ARABIA, Y SENEGAL,  SEYCHELLES, Y SIERRA LEONE, Y SINGAPORE, Y SLOVAKIA, Y SLOVENIA,  SOLOMON ISLANDS,  SOMALIA, Y SOUTH AFRICA, Y SPAIN, Y SRI LANKA,  SUDAN,  SURINAME,  SWAZILAND, Y SWEDEN, Y SYRIAN ARAB REPUBLIC,  TAJIKISTAN, Y THAILAND, Y THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA, Y TOGO,  TONGA,  TRINIDAD AND TOBAGO, Y TUNISIA, Y TURKEY,  TURKMENISTAN,  TUVALU,  UGANDA, Y UKRAINE,  UNITED ARAB EMIRATES, Y UNITED KINGDOM,  UNITED REPUBLIC OF TANZANIA, A UNITED STATES, Y URUGUAY,  UZBEKISTAN,  VANUATU, Y VENEZUELA,  VIET NAM,  YEMEN, Y YUGOSLAVIA, Y ZAMBIA,  ZIMBABWE
https://digitallibrary.un.org/record/455680, AFGHANISTAN,  ALBANIA, Y ALGERIA, A ANDORRA,  ANGOLA,  ANTIGUA AND BARBUDA, Y ARGENTINA, Y ARMENIA, A AUSTRALIA, A AUSTRIA, Y AZERBAIJAN, Y BAHAMAS, Y BAHRAIN, Y BANGLADESH,  BARBADOS,  BELARUS, N BELGIUM,  BELIZE, Y BENIN,  BHUTAN, Y BOLIVIA,  BOSNIA AND HERZEGOVINA, Y BOTSWANA, Y BRAZIL, Y BRUNEI DARUSSALAM, A BULGARIA, Y BURKINA FASO,  BURUNDI, Y CAMBODIA, Y CAMEROON, N CANADA, Y CAPE VERDE,  CENTRAL AFRICAN REPUBLIC,  CHAD, N CHILE, Y CHINA, Y COLOMBIA,  COMOROS, Y CONGO, Y COSTA RICA, Y CÔTE D'IVOIRE,  CROATIA, Y CUBA, A CYPRUS, N CZECH REPUBLIC, Y DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,  DEMOCRATIC REPUBLIC OF THE CONGO, N DENMARK, Y DJIBOUTI,  DOMINICA, Y DOMINICAN REPUBLIC, Y ECUADOR, Y EGYPT,  EL SALVADOR, Y EQUATORIAL GUINEA, Y ERITREA,  ESTONIA, Y ETHIOPIA,  FIJI, N FINLAND, A FRANCE,  GABON,  GAMBIA,  GEORGIA, N GERMANY, Y GHANA, A GREECE, Y GRENADA, Y GUATEMALA, Y GUINEA,  GUINEA-BISSAU, Y GUYANA, Y HAITI,  HONDURAS, N HUNGARY, N ICELAND, Y INDIA, Y INDONESIA, Y IRAN (ISLAMIC REPUBLIC OF),  IRAQ, A IRELAND, N ISRAEL, A ITALY, Y JAMAICA, N JAPAN, Y JORDAN,  KAZAKHSTAN, Y KENYA,  KIRIBATI, Y KUWAIT,  KYRGYZSTAN, Y LAO PEOPLE'S DEMOCRATIC REPUBLIC, A LATVIA, Y LEBANON,  LESOTHO,  LIBERIA, Y LIBYAN ARAB JAMAHIRIYA,  LIECHTENSTEIN, A LITHUANIA, N LUXEMBOURG,  MADAGASCAR,  MALAWI, Y MALAYSIA, Y MALDIVES, Y MALI, A MALTA,  MARSHALL ISLANDS, Y MAURITANIA, Y MAURITIUS, Y MEXICO,  MICRONESIA (FEDERATED STATES OF), A MONACO,  MONGOLIA, Y MOROCCO, Y MOZAMBIQUE, Y MYANMAR,  NAMIBIA,  NAURU, Y NEPAL, N NETHERLANDS, A NEW ZEALAND,  NICARAGUA,  NIGER, Y NIGERIA, N NORWAY, Y OMAN, Y PAKISTAN,  PALAU,  PANAMA,  PAPUA NEW GUINEA,  PARAGUAY, Y PERU, Y PHILIPPINES, N POLAND, A PORTUGAL,  QATAR, A REPUBLIC OF KOREA,  REPUBLIC OF MOLDOVA,  ROMANIA, Y RUSSIAN FEDERATION,  RWANDA,  SAINT KITTS AND NEVIS,  SAINT LUCIA,  SAINT VINCENT AND THE GRENADINES,  SAMOA, A SAN MARINO,  SAO TOME AND PRINCIPE, Y SAUDI ARABIA, Y SENEGAL,  SEYCHELLES,  SIERRA LEONE, Y SINGAPORE, A SLOVAKIA,  SLOVENIA,  SOLOMON ISLANDS,  SOMALIA,  SOUTH AFRICA, A SPAIN, Y SRI LANKA, Y SUDAN,  SURINAME,  SWAZILAND, N SWEDEN, Y SYRIAN ARAB REPUBLIC,  TAJIKISTAN, Y THAILAND, N THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA, Y TOGO,  TONGA,  TRINIDAD AND TOBAGO, Y TUNISIA,  TURKEY,  TURKMENISTAN,  TUVALU,  UGANDA, N UKRAINE,  UNITED ARAB EMIRATES, N UNITED KINGDOM, Y UNITED REPUBLIC OF TANZANIA, N UNITED STATES, Y URUGUAY,  UZBEKISTAN,  VANUATU, Y VENEZUELA, Y VIET NAM, Y YEMEN, A YUGOSLAVIA, Y ZAMBIA,  ZIMBABWE
