https://digitallibrary.un.org/record/4031242, AFGHANISTAN, N ALBANIA, Y ALGERIA, N ANDORRA, Y ANGOLA, Y ANTIGUA AND BARBUDA, Y ARGENTINA, Y ARMENIA, N AUSTRALIA, N AUSTRIA, Y AZERBAIJAN, Y BAHAMAS, Y BAHRAIN, Y BANGLADESH, Y BARBADOS, Y BELARUS, N BELGIUM, Y BELIZE, Y BENIN, Y BHUTAN, Y BOLIVIA (PLURINATIONAL STATE OF), N BOSNIA AND HERZEGOVINA, Y BOTSWANA, Y BRAZIL, Y BRUNEI DARUSSALAM, N BULGARIA, Y BURKINA FASO, Y BURUNDI, Y CABO VERDE, Y CAMBODIA, Y CAMEROON, N CANADA, Y CENTRAL AFRICAN REPUBLIC, Y CHAD, Y CHILE, Y CHINA, Y COLOMBIA,  COMOROS, Y CONGO, Y COSTA RICA, Y COTE D'IVOIRE, N CROATIA, Y CUBA, N CYPRUS, N CZECHIA, Y DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,  DEMOCRATIC REPUBLIC OF THE CONGO, N DENMARK, Y DJIBOUTI,  DOMINICA, Y DOMINICAN REPUBLIC, Y ECUADOR, Y EGYPT, Y EL SALVADOR, Y EQUATORIAL GUINEA, Y ERITREA, N ESTONIA,  ESWATINI, Y ETHIOPIA,  FIJI, N FINLAND, N FRANCE, Y GABON, Y GAMBIA, N GEORGIA, N GERMANY, Y GHANA, N GREECE, Y GRENADA, Y GUATEMALA, Y GUINEA, Y GUINEA-BISSAU, Y GUYANA, Y HAITI, Y HONDURAS, N HUNGARY, N ICELAND, Y INDIA, Y INDONESIA, Y IRAN (ISLAMIC REPUBLIC OF), Y IRAQ, N IRELAND, N ISRAEL, N ITALY, Y JAMAICA, N JAPAN, Y JORDAN, Y KAZAKHSTAN, Y KENYA, Y KIRIBATI, Y KUWAIT, Y KYRGYZSTAN, Y LAO PEOPLE'S DEMOCRATIC REPUBLIC, N LATVIA, Y LEBANON, Y LESOTHO,  LIBERIA, Y LIBYA, N LIECHTENSTEIN, N LITHUANIA, N LUXEMBOURG, Y MADAGASCAR, Y MALAWI, Y MALAYSIA, Y MALDIVES, Y MALI, N MALTA,  MARSHALL ISLANDS, Y MAURITANIA, Y MAURITIUS, Y MEXICO,  MICRONESIA (FEDERATED STATES OF), N MONACO, Y MONGOLIA, N MONTENEGRO, Y MOROCCO, Y MOZAMBIQUE, Y MYANMAR, Y NAMIBIA,  NAURU, Y NEPAL, N NETHERLANDS (KINGDOM OF THE), N NEW ZEALAND, Y NICARAGUA, Y NIGER, Y NIGERIA, N NORTH MACEDONIA, N NORWAY, Y OMAN, Y PAKISTAN, N PALAU, Y PANAMA, Y PAPUA NEW GUINEA, Y PARAGUAY, Y PERU, Y PHILIPPINES, N POLAND, N PORTUGAL, Y QATAR, N REPUBLIC OF KOREA, N REPUBLIC OF MOLDOVA, N ROMANIA, Y RUSSIAN FEDERATION, Y RWANDA, Y SAINT KITTS AND NEVIS, Y SAINT LUCIA, Y SAINT VINCENT AND THE GRENADINES,  SAMOA, N SAN MARINO,  SAO TOME AND PRINCIPE, Y SAUDI ARABIA, Y SENEGAL,  SERBIA, Y SEYCHELLES, Y SIERRA LEONE, Y SINGAPORE, N SLOVAKIA, N SLOVENIA, Y SOLOMON ISLANDS, Y SOMALIA, Y SOUTH AFRICA, Y SOUTH SUDAN, N SPAIN, Y SRI LANKA,  SUDAN, Y SURINAME, N SWEDEN, N SWITZERLAND, Y SYRIAN ARAB REPUBLIC, Y TAJIKISTAN, Y THAILAND, Y TIMOR-LESTE, Y TOGO,  TONGA, Y TRINIDAD AND TOBAGO, Y TUNISIA, Y TURKMENISTAN,  TUVALU, A TÜRKİYE, Y UGANDA, N UKRAINE, Y UNITED ARAB EMIRATES, N UNITED KINGDOM, Y UNITED REPUBLIC OF TANZANIA, N UNITED STATES, Y URUGUAY, Y UZBEKISTAN, Y VANUATU,  VENEZUELA (BOLIVARIAN REPUBLIC OF), Y VIET NAM, Y YEMEN, Y ZAMBIA, Y ZIMBABWE
https://digitallibrary.un.org/record/4031240, AFGHANISTAN, Y ALBANIA, Y ALGERIA, Y ANDORRA, Y ANGOLA, Y ANTIGUA AND BARBUDA, Y ARGENTINA, Y ARMENIA, Y AUSTRALIA, Y AUSTRIA, Y AZERBAIJAN, Y BAHAMAS, Y BAHRAIN, Y BANGLADESH, Y BARBADOS, Y BELARUS, Y BELGIUM, Y BELIZE, Y BENIN, Y BHUTAN, Y BOLIVIA (PLURINATIONAL STATE OF), Y BOSNIA AND HERZEGOVINA, Y BOTSWANA, Y BRAZIL, Y BRUNEI DARUSSALAM, Y BULGARIA, Y BURKINA FASO, Y BURUNDI, Y CABO VERDE, Y CAMBODIA, Y CAMEROON, Y CANADA, Y CENTRAL AFRICAN REPUBLIC,  CHAD, Y CHILE, Y CHINA, Y COLOMBIA,  COMOROS, Y CONGO, Y COSTA RICA, Y COTE D'IVOIRE, Y CROATIA, Y CUBA, Y CYPRUS, Y CZECHIA, Y DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,  DEMOCRATIC REPUBLIC OF THE CONGO, Y DENMARK, Y DJIBOUTI,  DOMINICA, Y DOMINICAN REPUBLIC, Y ECUADOR, Y EGYPT, Y EL SALVADOR, Y EQUATORIAL GUINEA, Y ERITREA, Y ESTONIA,  ESWATINI, Y ETHIOPIA,  FIJI, Y FINLAND, Y FRANCE, Y GABON, Y GAMBIA, Y GEORGIA, Y GERMANY, Y GHANA, Y GREECE, Y GRENADA, Y GUATEMALA, Y GUINEA, Y GUINEA-BISSAU, Y GUYANA, Y HAITI, Y HONDURAS, Y HUNGARY, Y ICELAND, Y INDIA, Y INDONESIA, Y IRAN (ISLAMIC REPUBLIC OF), Y IRAQ, Y IRELAND, N ISRAEL, Y ITALY, Y JAMAICA, Y JAPAN, Y JORDAN, Y KAZAKHSTAN, Y KENYA, Y KIRIBATI, Y KUWAIT, Y KYRGYZSTAN, Y LAO PEOPLE'S DEMOCRATIC REPUBLIC, Y LATVIA, Y LEBANON, Y LESOTHO,  LIBERIA, Y LIBYA, Y LIECHTENSTEIN, Y LITHUANIA, Y LUXEMBOURG, Y MADAGASCAR, Y MALAWI, Y MALAYSIA, Y MALDIVES, Y MALI, Y MALTA,  MARSHALL ISLANDS, Y MAURITANIA, Y MAURITIUS, Y MEXICO,  MICRONESIA (FEDERATED STATES OF), Y MONACO, Y MONGOLIA, Y MONTENEGRO, Y MOROCCO, Y MOZAMBIQUE, Y MYANMAR, Y NAMIBIA, N NAURU, Y NEPAL, Y NETHERLANDS (KINGDOM OF THE), Y NEW ZEALAND, Y NICARAGUA, Y NIGER, Y NIGERIA, Y NORTH MACEDONIA, Y NORWAY, Y OMAN, Y PAKISTAN, Y PALAU, Y PANAMA, Y PAPUA NEW GUINEA, Y PARAGUAY, Y PERU, Y PHILIPPINES, Y POLAND, Y PORTUGAL, Y QATAR, Y REPUBLIC OF KOREA, Y REPUBLIC OF MOLDOVA, Y ROMANIA, Y RUSSIAN FEDERATION, Y RWANDA, Y SAINT KITTS AND NEVIS, Y SAINT LUCIA, Y SAINT VINCENT AND THE GRENADINES,  SAMOA, Y SAN MARINO,  SAO TOME AND PRINCIPE, Y SAUDI ARABIA, Y SENEGAL, Y SERBIA, Y SEYCHELLES, Y SIERRA LEONE, Y SINGAPORE, Y SLOVAKIA, Y SLOVENIA, Y SOLOMON ISLANDS, Y SOMALIA, Y SOUTH AFRICA, Y SOUTH SUDAN, Y SPAIN, Y SRI LANKA, Y SUDAN, Y SURINAME, Y SWEDEN, Y SWITZERLAND, Y SYRIAN ARAB REPUBLIC, Y TAJIKISTAN, Y THAILAND, Y TIMOR-LESTE, Y TOGO, Y TONGA, Y TRINIDAD AND TOBAGO, Y TUNISIA, Y TURKMENISTAN,  TUVALU, Y TÜRKİYE, Y UGANDA, Y UKRAINE, Y UNITED ARAB EMIRATES, Y UNITED KINGDOM, Y UNITED REPUBLIC OF TANZANIA, N UNITED STATES, Y URUGUAY, Y UZBEKISTAN, Y VANUATU,  VENEZUELA (BOLIVARIAN REPUBLIC OF), Y VIET NAM, Y YEMEN, Y ZAMBIA, Y ZIMBABWE
https://digitallibrary.un.org/record/4031236, AFGHANISTAN, Y ALBANIA, Y ALGERIA, Y ANDORRA, Y ANGOLA, Y ANTIGUA AND BARBUDA, Y ARGENTINA, Y ARMENIA, A AUSTRALIA, Y AUSTRIA, Y AZERBAIJAN, Y BAHAMAS, Y BAHRAIN, Y BANGLADESH, Y BARBADOS, Y BELARUS, Y BELGIUM, Y BELIZE, Y BENIN, Y BHUTAN, Y BOLIVIA (PLURINATIONAL STATE OF), Y BOSNIA AND HERZEGOVINA, Y BOTSWANA, Y BRAZIL, Y BRUNEI DARUSSALAM, Y BULGARIA, Y BURKINA FASO, Y BURUNDI, Y CABO VERDE, Y CAMBODIA, A CAMEROON, N CANADA, Y CENTRAL AFRICAN REPUBLIC, Y CHAD, Y CHILE, Y CHINA, Y COLOMBIA,  COMOROS, Y CONGO, Y COSTA RICA, A COTE D'IVOIRE, Y CROATIA, Y CUBA, Y CYPRUS, Y CZECHIA, Y DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,  DEMOCRATIC REPUBLIC OF THE CONGO, Y DENMARK, Y DJIBOUTI,  DOMINICA, Y DOMINICAN REPUBLIC, Y ECUADOR, Y EGYPT, Y EL SALVADOR,  EQUATORIAL GUINEA, Y ERITREA, Y ESTONIA,  ESWATINI, Y ETHIOPIA,  FIJI, Y FINLAND, Y FRANCE,  GABON, Y GAMBIA, Y GEORGIA, Y GERMANY, Y GHANA, Y GREECE, Y GRENADA, A GUATEMALA, Y GUINEA, Y GUINEA-BISSAU, Y GUYANA, Y HAITI, Y HONDURAS, Y HUNGARY, Y ICELAND, Y INDIA, Y INDONESIA, Y IRAN (ISLAMIC REPUBLIC OF), Y IRAQ, Y IRELAND, N ISRAEL, Y ITALY, Y JAMAICA, Y JAPAN, Y JORDAN, Y KAZAKHSTAN, Y KENYA, A KIRIBATI, Y KUWAIT, Y KYRGYZSTAN, Y LAO PEOPLE'S DEMOCRATIC REPUBLIC, Y LATVIA, Y LEBANON, Y LESOTHO,  LIBERIA, Y LIBYA, Y LIECHTENSTEIN, Y LITHUANIA, Y LUXEMBOURG, Y MADAGASCAR,  MALAWI, Y MALAYSIA, Y MALDIVES, Y MALI, Y MALTA,  MARSHALL ISLANDS, Y MAURITANIA, Y MAURITIUS, Y MEXICO, N MICRONESIA (FEDERATED STATES OF), Y MONACO, Y MONGOLIA, Y MONTENEGRO, Y MOROCCO, Y MOZAMBIQUE, Y MYANMAR, Y NAMIBIA, N NAURU, Y NEPAL, Y NETHERLANDS (KINGDOM OF THE), Y NEW ZEALAND, Y NICARAGUA, Y NIGER, Y NIGERIA, Y NORTH MACEDONIA, Y NORWAY, Y OMAN, Y PAKISTAN, N PALAU, Y PANAMA, A PAPUA NEW GUINEA, A PARAGUAY, Y PERU, Y PHILIPPINES, Y POLAND, Y PORTUGAL, Y QATAR, Y REPUBLIC OF KOREA, Y REPUBLIC OF MOLDOVA, Y ROMANIA, Y RUSSIAN FEDERATION,  RWANDA, Y SAINT KITTS AND NEVIS, Y SAINT LUCIA, Y SAINT VINCENT AND THE GRENADINES,  SAMOA, Y SAN MARINO,  SAO TOME AND PRINCIPE, Y SAUDI ARABIA, Y SENEGAL, Y SERBIA, Y SEYCHELLES, Y SIERRA LEONE, Y SINGAPORE, Y SLOVAKIA, Y SLOVENIA, A SOLOMON ISLANDS, Y SOMALIA, Y SOUTH AFRICA, A SOUTH SUDAN, Y SPAIN, Y SRI LANKA, Y SUDAN, Y SURINAME, Y SWEDEN, Y SWITZERLAND, Y SYRIAN ARAB REPUBLIC, Y TAJIKISTAN, Y THAILAND, Y TIMOR-LESTE, A TOGO, A TONGA, Y TRINIDAD AND TOBAGO, Y TUNISIA, Y TURKMENISTAN, A TUVALU, Y TÜRKİYE, Y UGANDA, Y UKRAINE, Y UNITED ARAB EMIRATES, Y UNITED KINGDOM, Y UNITED REPUBLIC OF TANZANIA, N UNITED STATES, Y URUGUAY, Y UZBEKISTAN, A VANUATU,  VENEZUELA (BOLIVARIAN REPUBLIC OF), Y VIET NAM, Y YEMEN,  ZAMBIA, Y ZIMBABWE
