https://digitallibrary.un.org/record/827243,Y AFGHANISTAN, Y ALBANIA, Y ALGERIA, Y ANDORRA, Y ANGOLA,  ANTIGUA AND BARBUDA, Y ARGENTINA, Y ARMENIA, Y AUSTRALIA, Y AUSTRIA, Y AZERBAIJAN, Y BAHAMAS, Y BAHRAIN, Y BANGLADESH, Y BARBADOS, Y BELARUS, Y BELGIUM, Y BELIZE,  BENIN, Y BHUTAN, Y BOLIVIA (PLURINATIONAL STATE OF), Y BOSNIA AND HERZEGOVINA, Y BOTSWANA, Y BRAZIL, Y BRUNEI DARUSSALAM, Y BULGARIA, Y BURKINA FASO, Y BURUNDI, Y CABO VERDE, Y CAMBODIA, A CAMEROON, N CANADA, Y CENTRAL AFRICAN REPUBLIC, Y CHAD, Y CHILE, Y CHINA, Y COLOMBIA, Y COMOROS, Y CONGO, Y COSTA RICA, A CÔTE D'IVOIRE, Y CROATIA, Y CUBA, Y CYPRUS, Y CZECH REPUBLIC, Y DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,  DEMOCRATIC REPUBLIC OF THE CONGO, Y DENMARK, Y DJIBOUTI,  DOMINICA, Y DOMINICAN REPUBLIC, Y ECUADOR, Y EGYPT, Y EL SALVADOR,  EQUATORIAL GUINEA, Y ERITREA, Y ESTONIA, Y ETHIOPIA, Y FIJI, Y FINLAND, Y FRANCE, Y GABON,  GAMBIA, Y GEORGIA, Y GERMANY, Y GHANA, Y GREECE, Y GRENADA, Y GUATEMALA, Y GUINEA, Y GUINEA-BISSAU, Y GUYANA,  HAITI, Y HONDURAS, Y HUNGARY, Y ICELAND, Y INDIA, Y INDONESIA, Y IRAN (ISLAMIC REPUBLIC OF), Y IRAQ, Y IRELAND, N ISRAEL, Y ITALY, Y JAMAICA, Y JAPAN, Y JORDAN, Y KAZAKHSTAN, Y KENYA, Y KIRIBATI, Y KUWAIT, Y KYRGYZSTAN, Y LAO PEOPLE'S DEMOCRATIC REPUBLIC, Y LATVIA, Y LEBANON, Y LESOTHO, Y LIBERIA, Y LIBYA, Y LIECHTENSTEIN, Y LITHUANIA, Y LUXEMBOURG,  MADAGASCAR, Y MALAWI, Y MALAYSIA, Y MALDIVES, Y MALI, Y MALTA, N MARSHALL ISLANDS, Y MAURITANIA, Y MAURITIUS, Y MEXICO, N MICRONESIA (FEDERATED STATES OF), Y MONACO, Y MONGOLIA, Y MONTENEGRO, Y MOROCCO, Y MOZAMBIQUE, Y MYANMAR, Y NAMIBIA, A NAURU, Y NEPAL, Y NETHERLANDS, Y NEW ZEALAND, Y NICARAGUA, Y NIGER, Y NIGERIA, Y NORWAY, Y OMAN, Y PAKISTAN, N PALAU, Y PANAMA, Y PAPUA NEW GUINEA, A PARAGUAY, Y PERU, Y PHILIPPINES, Y POLAND, Y PORTUGAL, Y QATAR, Y REPUBLIC OF KOREA, Y REPUBLIC OF MOLDOVA, Y ROMANIA, Y RUSSIAN FEDERATION, Y RWANDA, Y SAINT KITTS AND NEVIS, Y SAINT LUCIA, Y SAINT VINCENT AND THE GRENADINES, Y SAMOA, Y SAN MARINO,  SAO TOME AND PRINCIPE, Y SAUDI ARABIA, Y SENEGAL, Y SERBIA,  SEYCHELLES, Y SIERRA LEONE, Y SINGAPORE, Y SLOVAKIA, Y SLOVENIA, Y SOLOMON ISLANDS,  SOMALIA, Y SOUTH AFRICA,  SOUTH SUDAN, Y SPAIN, Y SRI LANKA, Y SUDAN,  SURINAME, Y SWAZILAND, Y SWEDEN, Y SWITZERLAND, Y SYRIAN ARAB REPUBLIC, Y TAJIKISTAN, Y THAILAND, Y THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA, Y TIMOR-LESTE, Y TOGO, Y TONGA, Y TRINIDAD AND TOBAGO, Y TUNISIA, Y TURKEY, Y TURKMENISTAN, Y TUVALU, Y UGANDA, Y UKRAINE, Y UNITED ARAB EMIRATES, Y UNITED KINGDOM, Y UNITED REPUBLIC OF TANZANIA, N UNITED STATES, Y URUGUAY, Y UZBEKISTAN, A VANUATU, Y VENEZUELA (BOLIVARIAN REPUBLIC OF), Y VIET NAM, Y YEMEN, Y ZAMBIA, Y ZIMBABWE
https://digitallibrary.un.org/record/827242, AFGHANISTAN, Y ALBANIA, N ALGERIA, Y ANDORRA, A ANGOLA, Y ANTIGUA AND BARBUDA, Y ARGENTINA, A ARMENIA, Y AUSTRALIA, Y AUSTRIA, Y AZERBAIJAN, Y BAHAMAS, Y BAHRAIN, A BANGLADESH, Y BARBADOS,  BELARUS, Y BELGIUM,  BELIZE, Y BENIN, A BHUTAN, N BOLIVIA (PLURINATIONAL STATE OF), A BOSNIA AND HERZEGOVINA, Y BOTSWANA, Y BRAZIL, A BRUNEI DARUSSALAM, Y BULGARIA, Y BURKINA FASO, N BURUNDI, Y CABO VERDE,  CAMBODIA, Y CAMEROON,  CANADA, A CENTRAL AFRICAN REPUBLIC,  CHAD, Y CHILE, N CHINA, Y COLOMBIA,  COMOROS, A CONGO, Y COSTA RICA, Y CÔTE D'IVOIRE, Y CROATIA, N CUBA, Y CYPRUS, Y CZECH REPUBLIC, N DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,  DEMOCRATIC REPUBLIC OF THE CONGO, Y DENMARK, Y DJIBOUTI,  DOMINICA, A DOMINICAN REPUBLIC, N ECUADOR, Y EGYPT, Y EL SALVADOR,  EQUATORIAL GUINEA, A ERITREA, Y ESTONIA, A ETHIOPIA, A FIJI, Y FINLAND, Y FRANCE, Y GABON,  GAMBIA, Y GEORGIA, Y GERMANY, Y GHANA, A GREECE,  GRENADA, Y GUATEMALA,  GUINEA,  GUINEA-BISSAU, A GUYANA,  HAITI, Y HONDURAS, Y HUNGARY, Y ICELAND, A INDIA, A INDONESIA, N IRAN (ISLAMIC REPUBLIC OF), A IRAQ, Y IRELAND, Y ISRAEL, Y ITALY, Y JAMAICA, Y JAPAN, Y JORDAN, A KAZAKHSTAN,  KENYA,  KIRIBATI, Y KUWAIT, A KYRGYZSTAN, A LAO PEOPLE'S DEMOCRATIC REPUBLIC, Y LATVIA, A LEBANON,  LESOTHO, Y LIBERIA, Y LIBYA, Y LIECHTENSTEIN, Y LITHUANIA, Y LUXEMBOURG, Y MADAGASCAR,  MALAWI, Y MALAYSIA, Y MALDIVES, A MALI, Y MALTA, Y MARSHALL ISLANDS, Y MAURITANIA, Y MAURITIUS, Y MEXICO, Y MICRONESIA (FEDERATED STATES OF), Y MONACO,  MONGOLIA, Y MONTENEGRO, Y MOROCCO, A MOZAMBIQUE, A MYANMAR,  NAMIBIA,  NAURU, A NEPAL, Y NETHERLANDS, Y NEW ZEALAND, N NICARAGUA, Y NIGER, A NIGERIA, Y NORWAY, Y OMAN, Y PAKISTAN,  PALAU, Y PANAMA, Y PAPUA NEW GUINEA, Y PARAGUAY, Y PERU, A PHILIPPINES, Y POLAND, Y PORTUGAL, Y QATAR, Y REPUBLIC OF KOREA, Y REPUBLIC OF MOLDOVA, Y ROMANIA, N RUSSIAN FEDERATION,  RWANDA, A SAINT KITTS AND NEVIS, A SAINT LUCIA,  SAINT VINCENT AND THE GRENADINES,  SAMOA, Y SAN MARINO,  SAO TOME AND PRINCIPE, Y SAUDI ARABIA, Y SENEGAL,  SERBIA,  SEYCHELLES, Y SIERRA LEONE, A SINGAPORE, Y SLOVAKIA, Y SLOVENIA, Y SOLOMON ISLANDS,  SOMALIA, A SOUTH AFRICA,  SOUTH SUDAN, Y SPAIN, Y SRI LANKA, A SUDAN, A SURINAME,  SWAZILAND, Y SWEDEN, Y SWITZERLAND, N SYRIAN ARAB REPUBLIC,  TAJIKISTAN, Y THAILAND, Y THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA,  TIMOR-LESTE,  TOGO,  TONGA, A TRINIDAD AND TOBAGO, Y TUNISIA, Y TURKEY, A TURKMENISTAN, Y TUVALU,  UGANDA, Y UKRAINE, Y UNITED ARAB EMIRATES, Y UNITED KINGDOM, A UNITED REPUBLIC OF TANZANIA, Y UNITED STATES, Y URUGUAY, N UZBEKISTAN,  VANUATU, N VENEZUELA (BOLIVARIAN REPUBLIC OF),  VIET NAM, Y YEMEN, Y ZAMBIA, A ZIMBABWE
https://digitallibrary.un.org/record/827241,Y AFGHANISTAN, A ALBANIA, Y ALGERIA, A ANDORRA,  ANGOLA, Y ANTIGUA AND BARBUDA, A ARGENTINA, A ARMENIA, A AUSTRALIA, A AUSTRIA, Y AZERBAIJAN, Y BAHAMAS, Y BAHRAIN, Y BANGLADESH, Y BARBADOS, Y BELARUS, A BELGIUM, Y BELIZE, Y BENIN, Y BHUTAN, Y BOLIVIA (PLURINATIONAL STATE OF), A BOSNIA AND HERZEGOVINA, Y BOTSWANA, Y BRAZIL, Y BRUNEI DARUSSALAM, A BULGARIA, Y BURKINA FASO, Y BURUNDI, Y CABO VERDE, Y CAMBODIA, Y CAMEROON, A CANADA, Y CENTRAL AFRICAN REPUBLIC, Y CHAD, Y CHILE, Y CHINA, Y COLOMBIA,  COMOROS, Y CONGO, Y COSTA RICA, Y CÔTE D'IVOIRE, A CROATIA, Y CUBA, A CYPRUS, A CZECH REPUBLIC, Y DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA, Y DEMOCRATIC REPUBLIC OF THE CONGO, A DENMARK, Y DJIBOUTI, Y DOMINICA, Y DOMINICAN REPUBLIC, Y ECUADOR, Y EGYPT,  EL SALVADOR, Y EQUATORIAL GUINEA, Y ERITREA, A ESTONIA, Y ETHIOPIA, Y FIJI, A FINLAND, A FRANCE, Y GABON, Y GAMBIA, A GEORGIA, A GERMANY, Y GHANA, A GREECE, Y GRENADA, Y GUATEMALA, Y GUINEA, Y GUINEA-BISSAU, Y GUYANA,  HAITI, Y HONDURAS, A HUNGARY, A ICELAND, Y INDIA, Y INDONESIA, Y IRAN (ISLAMIC REPUBLIC OF), Y IRAQ, A IRELAND, A ISRAEL, A ITALY, Y JAMAICA, Y JAPAN, Y JORDAN, Y KAZAKHSTAN, Y KENYA, Y KIRIBATI, Y KUWAIT, Y KYRGYZSTAN, Y LAO PEOPLE'S DEMOCRATIC REPUBLIC, A LATVIA, Y LEBANON, A LESOTHO, Y LIBERIA, Y LIBYA, A LIECHTENSTEIN, A LITHUANIA, A LUXEMBOURG, Y MADAGASCAR, Y MALAWI, Y MALAYSIA, Y MALDIVES, Y MALI, A MALTA, Y MARSHALL ISLANDS, Y MAURITANIA, Y MAURITIUS, Y MEXICO, A MICRONESIA (FEDERATED STATES OF), A MONACO, Y MONGOLIA, A MONTENEGRO, Y MOROCCO, Y MOZAMBIQUE, Y MYANMAR, Y NAMIBIA,  NAURU, Y NEPAL, A NETHERLANDS, A NEW ZEALAND, Y NICARAGUA, Y NIGER, Y NIGERIA, A NORWAY, Y OMAN, Y PAKISTAN,  PALAU, Y PANAMA, Y PAPUA NEW GUINEA, Y PARAGUAY, Y PERU, Y PHILIPPINES, A POLAND, A PORTUGAL, Y QATAR, A REPUBLIC OF KOREA, A REPUBLIC OF MOLDOVA, A ROMANIA, A RUSSIAN FEDERATION, Y RWANDA, Y SAINT KITTS AND NEVIS, Y SAINT LUCIA, Y SAINT VINCENT AND THE GRENADINES, Y SAMOA, A SAN MARINO,  SAO TOME AND PRINCIPE, Y SAUDI ARABIA, Y SENEGAL, A SERBIA, Y SEYCHELLES,  SIERRA LEONE, Y SINGAPORE, A SLOVAKIA, A SLOVENIA, Y SOLOMON ISLANDS,  SOMALIA, Y SOUTH AFRICA,  SOUTH SUDAN, A SPAIN, Y SRI LANKA, Y SUDAN, Y SURINAME, Y SWAZILAND, A SWEDEN, A SWITZERLAND, Y SYRIAN ARAB REPUBLIC, Y TAJIKISTAN, Y THAILAND, A THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA, Y TIMOR-LESTE, Y TOGO, Y TONGA, Y TRINIDAD AND TOBAGO, Y TUNISIA, A TURKEY, Y TURKMENISTAN,  TUVALU, Y UGANDA, A UKRAINE, Y UNITED ARAB EMIRATES, A UNITED KINGDOM, Y UNITED REPUBLIC OF TANZANIA, A UNITED STATES, Y URUGUAY, Y UZBEKISTAN, Y VANUATU, Y VENEZUELA (BOLIVARIAN REPUBLIC OF), Y VIET NAM, Y YEMEN, Y ZAMBIA, Y ZIMBABWE
